in s,C1 in V,C2 in V,ARB0
-4.526576E-04,-6.34766E-02,-9.76562E-03,
-4.526552E-04,-6.34766E-02,9.76562E-03,
-4.526528E-04,-7.32422E-02,9.76562E-03,
-4.526504E-04,-8.30078E-02,-6.83594E-02,
-4.526480E-04,-9.27734E-02,-9.76562E-03,
-4.526456E-04,-1.46484E-02,4.88281E-02,
-4.526432E-04,-9.27734E-02,-9.76562E-03,
-4.526408E-04,-8.30078E-02,4.88281E-02,
-4.526384E-04,-6.34766E-02,6.83594E-02,
-4.526360E-04,-1.02539E-01,4.88281E-02,
-4.526336E-04,-1.02539E-01,-9.76562E-03,
-4.526312E-04,-1.02539E-01,-4.88281E-02,
-4.526288E-04,-9.27734E-02,-2.92969E-02,
-4.526264E-04,-1.02539E-01,6.83594E-02,
-4.526240E-04,-8.30078E-02,4.88281E-02,
-4.526216E-04,-3.41797E-02,-9.76562E-03,
-4.526192E-04,-7.32422E-02,-4.88281E-02,
-4.526168E-04,-1.02539E-01,2.92969E-02,
-4.526144E-04,-8.30078E-02,2.92969E-02,
-4.526120E-04,-7.32422E-02,-9.76562E-03,
-4.526096E-04,-8.30078E-02,-2.92969E-02,
-4.526072E-04,-9.27734E-02,-9.76562E-03,
-4.526048E-04,-9.27734E-02,2.92969E-02,
-4.526024E-04,-1.02539E-01,4.88281E-02,
-4.526000E-04,-6.34766E-02,-2.92969E-02,
-4.525976E-04,-9.27734E-02,4.88281E-02,
-4.525952E-04,-7.32422E-02,-9.76562E-03,
-4.525928E-04,-1.02539E-01,6.83594E-02,
-4.525904E-04,-9.27734E-02,-9.76562E-03,
-4.525880E-04,-8.30078E-02,8.78906E-02,
-4.525856E-04,-1.02539E-01,9.76562E-03,
-4.525832E-04,-8.30078E-02,4.88281E-02,
-4.525808E-04,-1.02539E-01,2.92969E-02,
-4.525784E-04,-1.12305E-01,-9.76562E-03,
-4.525760E-04,-1.02539E-01,-9.76562E-03,
-4.525736E-04,-1.02539E-01,-6.83594E-02,
-4.525712E-04,-9.27734E-02,-9.76562E-03,
-4.525688E-04,-1.12305E-01,-9.76562E-03,
-4.525664E-04,-1.02539E-01,-6.83594E-02,
-4.525640E-04,-1.22070E-01,9.76562E-03,
-4.525616E-04,-9.27734E-02,4.88281E-02,
-4.525592E-04,-1.12305E-01,9.76562E-03,
-4.525568E-04,-1.12305E-01,6.83594E-02,
-4.525544E-04,-1.02539E-01,-4.88281E-02,
-4.525520E-04,-1.02539E-01,6.83594E-02,
-4.525496E-04,-1.12305E-01,-6.83594E-02,
-4.525472E-04,-1.02539E-01,-4.88281E-02,
-4.525448E-04,-1.02539E-01,-6.83594E-02,
-4.525424E-04,-7.32422E-02,-4.88281E-02,
-4.525400E-04,-9.27734E-02,-9.76562E-03,
-4.525376E-04,-1.02539E-01,9.76562E-03,
-4.525352E-04,-1.22070E-01,-2.92969E-02,
-4.525328E-04,-1.02539E-01,6.83594E-02,
-4.525304E-04,-1.22070E-01,8.78906E-02,
-4.525280E-04,-1.12305E-01,9.76562E-03,
-4.525256E-04,-1.22070E-01,9.76562E-03,
-4.525232E-04,-1.02539E-01,-4.88281E-02,
-4.525208E-04,-1.02539E-01,6.83594E-02,
-4.525184E-04,-8.30078E-02,-9.76562E-03,
-4.525160E-04,-1.12305E-01,-9.76562E-03,
-4.525136E-04,-1.22070E-01,-4.88281E-02,
-4.525112E-04,-1.41602E-01,-9.76562E-03,
-4.525088E-04,-1.12305E-01,6.83594E-02,
-4.525064E-04,-1.02539E-01,-4.88281E-02,
-4.525040E-04,-1.02539E-01,-6.83594E-02,
-4.525016E-04,-7.32422E-02,9.76562E-03,
-4.524992E-04,-1.02539E-01,-9.76562E-03,
-4.524968E-04,-1.02539E-01,-6.83594E-02,
-4.524944E-04,-1.31836E-01,2.92969E-02,
-4.524920E-04,-1.12305E-01,-4.88281E-02,
-4.524896E-04,-1.12305E-01,9.76562E-03,
-4.524872E-04,-7.32422E-02,9.76562E-03,
-4.524848E-04,-1.22070E-01,-4.88281E-02,
-4.524824E-04,-1.22070E-01,-9.76562E-03,
-4.524800E-04,-8.30078E-02,9.76562E-03,
-4.524776E-04,-1.41602E-01,-2.92969E-02,
-4.524752E-04,-1.22070E-01,2.92969E-02,
-4.524728E-04,-1.12305E-01,4.88281E-02,
-4.524704E-04,-1.12305E-01,-2.92969E-02,
-4.524680E-04,-1.22070E-01,-9.76562E-03,
-4.524656E-04,-1.22070E-01,-1.07422E-01,
-4.524632E-04,-1.41602E-01,-9.76562E-03,
-4.524608E-04,-1.41602E-01,-9.76562E-03,
-4.524584E-04,-1.12305E-01,-9.76562E-03,
-4.524560E-04,-1.22070E-01,2.92969E-02,
-4.524536E-04,-1.31836E-01,4.88281E-02,
-4.524512E-04,-1.12305E-01,-9.76562E-03,
-4.524488E-04,-1.31836E-01,9.76562E-03,
-4.524464E-04,-1.12305E-01,-9.76562E-03,
-4.524440E-04,-1.22070E-01,2.92969E-02,
-4.524416E-04,-1.41602E-01,-9.76562E-03,
-4.524392E-04,-1.22070E-01,2.92969E-02,
-4.524368E-04,-1.02539E-01,-4.88281E-02,
-4.524344E-04,-1.12305E-01,4.88281E-02,
-4.524320E-04,-1.02539E-01,2.92969E-02,
-4.524296E-04,-1.22070E-01,-4.88281E-02,
-4.524272E-04,-1.12305E-01,4.88281E-02,
-4.524248E-04,-1.22070E-01,9.76562E-03,
-4.524224E-04,-1.41602E-01,9.76562E-03,
-4.524200E-04,-1.22070E-01,-2.92969E-02,
-4.524176E-04,-9.27734E-02,-9.76562E-03,
-4.524152E-04,-1.02539E-01,-9.76562E-03,
-4.524128E-04,-1.41602E-01,-9.76562E-03,
-4.524104E-04,-1.51367E-01,-4.88281E-02,
-4.524080E-04,-1.41602E-01,8.78906E-02,
-4.524056E-04,-1.12305E-01,4.88281E-02,
-4.524032E-04,-1.22070E-01,2.92969E-02,
-4.524008E-04,-1.02539E-01,4.88281E-02,
-4.523984E-04,-1.31836E-01,2.92969E-02,
-4.523960E-04,-1.12305E-01,-4.88281E-02,
-4.523936E-04,-1.12305E-01,9.76562E-03,
-4.523912E-04,-1.22070E-01,-9.76562E-03,
-4.523888E-04,-1.41602E-01,-9.76562E-03,
-4.523864E-04,-1.51367E-01,2.92969E-02,
-4.523840E-04,-1.22070E-01,9.76562E-03,
-4.523816E-04,-1.41602E-01,2.92969E-02,
-4.523792E-04,-1.41602E-01,-9.76562E-03,
-4.523768E-04,-1.31836E-01,-6.83594E-02,
-4.523744E-04,-1.41602E-01,-9.76562E-03,
-4.523720E-04,-1.41602E-01,4.88281E-02,
-4.523696E-04,-1.12305E-01,-6.83594E-02,
-4.523672E-04,-1.41602E-01,2.92969E-02,
-4.523648E-04,-8.30078E-02,-6.83594E-02,
-4.523624E-04,-1.61133E-01,-2.92969E-02,
-4.523600E-04,-1.41602E-01,2.92969E-02,
-4.523576E-04,-1.41602E-01,4.88281E-02,
-4.523552E-04,-1.41602E-01,-2.92969E-02,
-4.523528E-04,-1.61133E-01,2.92969E-02,
-4.523504E-04,-1.31836E-01,-1.26953E-01,
-4.523480E-04,-1.61133E-01,-6.83594E-02,
-4.523456E-04,-1.41602E-01,-9.76562E-03,
-4.523432E-04,-1.70898E-01,6.83594E-02,
-4.523408E-04,-1.51367E-01,9.76562E-03,
-4.523384E-04,-1.51367E-01,-2.92969E-02,
-4.523360E-04,-1.41602E-01,-4.88281E-02,
-4.523336E-04,-1.12305E-01,2.92969E-02,
-4.523312E-04,-1.12305E-01,8.78906E-02,
-4.523288E-04,-1.22070E-01,-6.83594E-02,
-4.523264E-04,-1.12305E-01,9.76562E-03,
-4.523240E-04,-1.61133E-01,-2.92969E-02,
-4.523216E-04,-1.51367E-01,9.76562E-03,
-4.523192E-04,-1.61133E-01,-6.83594E-02,
-4.523168E-04,-1.12305E-01,-9.76562E-03,
-4.523144E-04,-1.22070E-01,2.92969E-02,
-4.523120E-04,-1.80664E-01,-2.92969E-02,
-4.523096E-04,-1.31836E-01,-9.76562E-03,
-4.523072E-04,-1.61133E-01,-2.92969E-02,
-4.523048E-04,-1.70898E-01,-6.83594E-02,
-4.523024E-04,-1.70898E-01,6.83594E-02,
-4.523000E-04,-1.51367E-01,9.76562E-03,
-4.522976E-04,-1.41602E-01,-9.76562E-03,
-4.522952E-04,-1.41602E-01,9.76562E-03,
-4.522928E-04,-1.80664E-01,-4.88281E-02,
-4.522904E-04,-1.41602E-01,9.76562E-03,
-4.522880E-04,-1.51367E-01,-2.92969E-02,
-4.522856E-04,-1.41602E-01,-2.92969E-02,
-4.522832E-04,-1.70898E-01,2.92969E-02,
-4.522808E-04,-1.51367E-01,6.83594E-02,
-4.522784E-04,-1.41602E-01,9.76562E-03,
-4.522760E-04,-1.70898E-01,4.88281E-02,
-4.522736E-04,-1.31836E-01,2.92969E-02,
-4.522712E-04,-1.61133E-01,9.76562E-03,
-4.522688E-04,-1.41602E-01,-9.76562E-03,
-4.522664E-04,-1.51367E-01,-2.92969E-02,
-4.522640E-04,-1.51367E-01,-2.92969E-02,
-4.522616E-04,-1.51367E-01,2.92969E-02,
-4.522592E-04,-1.90430E-01,-2.92969E-02,
-4.522568E-04,-1.51367E-01,9.76562E-03,
-4.522544E-04,-1.51367E-01,2.92969E-02,
-4.522520E-04,-1.70898E-01,9.76562E-03,
-4.522496E-04,-1.70898E-01,-9.76562E-03,
-4.522472E-04,-1.70898E-01,4.88281E-02,
-4.522448E-04,-1.70898E-01,6.83594E-02,
-4.522424E-04,-1.61133E-01,-9.76562E-03,
-4.522400E-04,-1.80664E-01,4.88281E-02,
-4.522376E-04,-1.51367E-01,-6.83594E-02,
-4.522352E-04,-1.70898E-01,9.76562E-03,
-4.522328E-04,-1.51367E-01,-9.76562E-03,
-4.522304E-04,-1.70898E-01,-9.76562E-03,
-4.522280E-04,-1.70898E-01,-9.76562E-03,
-4.522256E-04,-1.51367E-01,9.76562E-03,
-4.522232E-04,-1.80664E-01,9.76562E-03,
-4.522208E-04,-1.31836E-01,2.92969E-02,
-4.522184E-04,-1.41602E-01,9.76562E-03,
-4.522160E-04,-1.80664E-01,9.76562E-03,
-4.522136E-04,-1.70898E-01,-4.88281E-02,
-4.522112E-04,-1.80664E-01,2.92969E-02,
-4.522088E-04,-1.80664E-01,-2.92969E-02,
-4.522064E-04,-1.80664E-01,-9.76562E-03,
-4.522040E-04,-1.41602E-01,6.83594E-02,
-4.522016E-04,-2.09961E-01,-9.76562E-03,
-4.521992E-04,-1.70898E-01,-9.76562E-03,
-4.521968E-04,-1.90430E-01,2.92969E-02,
-4.521944E-04,-1.70898E-01,-2.92969E-02,
-4.521920E-04,-1.41602E-01,-2.92969E-02,
-4.521896E-04,-1.61133E-01,-9.76562E-03,
-4.521872E-04,-1.61133E-01,-2.92969E-02,
-4.521848E-04,-2.00195E-01,-1.07422E-01,
-4.521824E-04,-1.80664E-01,9.76562E-03,
-4.521800E-04,-1.80664E-01,2.92969E-02,
-4.521776E-04,-2.09961E-01,-6.83594E-02,
-4.521752E-04,-1.70898E-01,-2.92969E-02,
-4.521728E-04,-1.41602E-01,4.88281E-02,
-4.521704E-04,-1.80664E-01,6.83594E-02,
-4.521680E-04,-2.19727E-01,-9.76562E-03,
-4.521656E-04,-1.51367E-01,6.83594E-02,
-4.521632E-04,-1.70898E-01,4.88281E-02,
-4.521608E-04,-1.70898E-01,2.92969E-02,
-4.521584E-04,-1.80664E-01,-2.92969E-02,
-4.521560E-04,-1.80664E-01,-9.76562E-03,
-4.521536E-04,-2.00195E-01,9.76562E-03,
-4.521512E-04,-2.09961E-01,4.88281E-02,
-4.521488E-04,-1.80664E-01,-2.92969E-02,
-4.521464E-04,-1.70898E-01,9.76562E-03,
-4.521440E-04,-1.80664E-01,-2.92969E-02,
-4.521416E-04,-1.51367E-01,6.83594E-02,
-4.521392E-04,-1.90430E-01,-4.88281E-02,
-4.521368E-04,-1.90430E-01,-4.88281E-02,
-4.521344E-04,-1.80664E-01,9.76562E-03,
-4.521320E-04,-1.80664E-01,-2.92969E-02,
-4.521296E-04,-1.80664E-01,9.76562E-03,
-4.521272E-04,-1.70898E-01,-9.76562E-03,
-4.521248E-04,-2.09961E-01,6.83594E-02,
-4.521224E-04,-1.90430E-01,4.88281E-02,
-4.521200E-04,-2.19727E-01,2.92969E-02,
-4.521176E-04,-1.41602E-01,9.76562E-03,
-4.521152E-04,-1.80664E-01,2.92969E-02,
-4.521128E-04,-1.70898E-01,-4.88281E-02,
-4.521104E-04,-1.90430E-01,-9.76562E-03,
-4.521080E-04,-1.41602E-01,1.26953E-01,
-4.521056E-04,-1.90430E-01,-4.88281E-02,
-4.521032E-04,-2.09961E-01,2.92969E-02,
-4.521008E-04,-2.09961E-01,4.88281E-02,
-4.520984E-04,-1.90430E-01,-6.83594E-02,
-4.520960E-04,-1.80664E-01,-4.88281E-02,
-4.520936E-04,-2.39258E-01,2.92969E-02,
-4.520912E-04,-1.61133E-01,2.92969E-02,
-4.520888E-04,-2.09961E-01,2.92969E-02,
-4.520864E-04,-1.90430E-01,4.88281E-02,
-4.520840E-04,-2.00195E-01,2.92969E-02,
-4.520816E-04,-2.00195E-01,4.88281E-02,
-4.520792E-04,-2.19727E-01,9.76562E-03,
-4.520768E-04,-2.00195E-01,-4.88281E-02,
-4.520744E-04,-1.80664E-01,-4.88281E-02,
-4.520720E-04,-1.80664E-01,-2.92969E-02,
-4.520696E-04,-2.39258E-01,9.76562E-03,
-4.520672E-04,-1.80664E-01,-2.92969E-02,
-4.520648E-04,-1.61133E-01,-9.76562E-03,
-4.520624E-04,-1.80664E-01,9.76562E-03,
-4.520600E-04,-1.90430E-01,9.76562E-03,
-4.520576E-04,-1.80664E-01,-9.76562E-03,
-4.520552E-04,-1.80664E-01,-4.88281E-02,
-4.520528E-04,-1.51367E-01,2.92969E-02,
-4.520504E-04,-2.09961E-01,-9.76562E-03,
-4.520480E-04,-1.80664E-01,-2.92969E-02,
-4.520456E-04,-1.90430E-01,9.76562E-03,
-4.520432E-04,-2.09961E-01,-4.88281E-02,
-4.520408E-04,-2.00195E-01,-9.76562E-03,
-4.520384E-04,-1.80664E-01,9.76562E-03,
-4.520360E-04,-1.80664E-01,-2.92969E-02,
-4.520336E-04,-2.29492E-01,-9.76562E-03,
-4.520312E-04,-2.19727E-01,6.83594E-02,
-4.520288E-04,-2.00195E-01,-2.92969E-02,
-4.520264E-04,-1.90430E-01,-9.76562E-03,
-4.520240E-04,-2.19727E-01,9.76562E-03,
-4.520216E-04,-1.90430E-01,9.76562E-03,
-4.520192E-04,-2.29492E-01,2.92969E-02,
-4.520168E-04,-1.80664E-01,-9.76562E-03,
-4.520144E-04,-2.19727E-01,9.76562E-03,
-4.520120E-04,-2.00195E-01,-4.88281E-02,
-4.520096E-04,-2.00195E-01,-2.92969E-02,
-4.520072E-04,-1.90430E-01,9.76562E-03,
-4.520048E-04,-1.70898E-01,-9.76562E-03,
-4.520024E-04,-1.80664E-01,2.92969E-02,
-4.520000E-04,-1.90430E-01,9.76562E-03,
-4.519976E-04,-2.29492E-01,9.76562E-03,
-4.519952E-04,-2.49023E-01,2.92969E-02,
-4.519928E-04,-2.09961E-01,-9.76562E-03,
-4.519904E-04,-1.90430E-01,-9.76562E-03,
-4.519880E-04,-1.90430E-01,2.92969E-02,
-4.519856E-04,-2.39258E-01,4.88281E-02,
-4.519832E-04,-2.19727E-01,4.88281E-02,
-4.519808E-04,-2.19727E-01,-9.76562E-03,
-4.519784E-04,-2.00195E-01,2.92969E-02,
-4.519760E-04,-1.90430E-01,2.92969E-02,
-4.519736E-04,-2.19727E-01,8.78906E-02,
-4.519712E-04,-2.00195E-01,9.76562E-03,
-4.519688E-04,-2.19727E-01,9.76562E-03,
-4.519664E-04,-2.19727E-01,9.76562E-03,
-4.519640E-04,-2.09961E-01,2.92969E-02,
-4.519616E-04,-2.19727E-01,-2.92969E-02,
-4.519592E-04,-2.39258E-01,9.76562E-03,
-4.519568E-04,-2.68555E-01,-9.76562E-03,
-4.519544E-04,-2.19727E-01,-9.76562E-03,
-4.519520E-04,-2.09961E-01,-2.92969E-02,
-4.519496E-04,-2.09961E-01,9.76562E-03,
-4.519472E-04,-2.39258E-01,9.76562E-03,
-4.519448E-04,-2.19727E-01,-4.88281E-02,
-4.519424E-04,-2.00195E-01,6.83594E-02,
-4.519400E-04,-2.09961E-01,4.88281E-02,
-4.519376E-04,-2.49023E-01,9.76562E-03,
-4.519352E-04,-2.00195E-01,-9.76562E-03,
-4.519328E-04,-2.29492E-01,4.88281E-02,
-4.519304E-04,-2.09961E-01,-2.92969E-02,
-4.519280E-04,-2.39258E-01,9.76562E-03,
-4.519256E-04,-2.49023E-01,4.88281E-02,
-4.519232E-04,-2.29492E-01,-9.76562E-03,
-4.519208E-04,-2.29492E-01,6.83594E-02,
-4.519184E-04,-2.39258E-01,2.92969E-02,
-4.519160E-04,-2.19727E-01,-9.76562E-03,
-4.519136E-04,-2.29492E-01,-9.76562E-03,
-4.519112E-04,-2.19727E-01,9.76562E-03,
-4.519088E-04,-2.49023E-01,2.92969E-02,
-4.519064E-04,-1.80664E-01,4.88281E-02,
-4.519040E-04,-2.29492E-01,-9.76562E-03,
-4.519016E-04,-1.90430E-01,-4.88281E-02,
-4.518992E-04,-2.29492E-01,2.92969E-02,
-4.518968E-04,-2.09961E-01,4.88281E-02,
-4.518944E-04,-2.39258E-01,-9.76562E-03,
-4.518920E-04,-2.29492E-01,-2.92969E-02,
-4.518896E-04,-2.39258E-01,2.92969E-02,
-4.518872E-04,-2.49023E-01,-2.92969E-02,
-4.518848E-04,-2.29492E-01,2.92969E-02,
-4.518824E-04,-2.19727E-01,-2.92969E-02,
-4.518800E-04,-2.39258E-01,-9.76562E-03,
-4.518776E-04,-2.49023E-01,9.76562E-03,
-4.518752E-04,-2.49023E-01,-9.76562E-03,
-4.518728E-04,-2.68555E-01,2.92969E-02,
-4.518704E-04,-2.49023E-01,9.76562E-03,
-4.518680E-04,-2.49023E-01,4.88281E-02,
-4.518656E-04,-2.39258E-01,4.88281E-02,
-4.518632E-04,-2.39258E-01,6.83594E-02,
-4.518608E-04,-2.68555E-01,9.76562E-03,
-4.518584E-04,-2.29492E-01,4.88281E-02,
-4.518560E-04,-2.19727E-01,-4.88281E-02,
-4.518536E-04,-2.49023E-01,-2.92969E-02,
-4.518512E-04,-2.29492E-01,-9.76562E-03,
-4.518488E-04,-2.09961E-01,4.88281E-02,
-4.518464E-04,-2.19727E-01,-4.88281E-02,
-4.518440E-04,-2.49023E-01,-9.76562E-03,
-4.518416E-04,-2.58789E-01,-9.76562E-03,
-4.518392E-04,-2.58789E-01,2.92969E-02,
-4.518368E-04,-2.19727E-01,2.92969E-02,
-4.518344E-04,-2.58789E-01,9.76562E-03,
-4.518320E-04,-2.39258E-01,-4.88281E-02,
-4.518296E-04,-2.19727E-01,-2.92969E-02,
-4.518272E-04,-2.29492E-01,2.92969E-02,
-4.518248E-04,-2.39258E-01,2.92969E-02,
-4.518224E-04,-2.49023E-01,6.83594E-02,
-4.518200E-04,-2.49023E-01,9.76562E-03,
-4.518176E-04,-2.39258E-01,9.76562E-03,
-4.518152E-04,-2.49023E-01,9.76562E-03,
-4.518128E-04,-2.29492E-01,-8.78906E-02,
-4.518104E-04,-2.49023E-01,-4.88281E-02,
-4.518080E-04,-2.19727E-01,9.76562E-03,
-4.518056E-04,-2.68555E-01,-2.92969E-02,
-4.518032E-04,-2.88086E-01,-2.92969E-02,
-4.518008E-04,-2.68555E-01,9.76562E-03,
-4.517984E-04,-2.49023E-01,-2.92969E-02,
-4.517960E-04,-2.29492E-01,9.76562E-03,
-4.517936E-04,-2.29492E-01,-9.76562E-03,
-4.517912E-04,-2.49023E-01,-2.92969E-02,
-4.517888E-04,-2.88086E-01,2.92969E-02,
-4.517864E-04,-2.49023E-01,4.88281E-02,
-4.517840E-04,-2.88086E-01,9.76562E-03,
-4.517816E-04,-2.49023E-01,9.76562E-03,
-4.517792E-04,-2.68555E-01,-4.88281E-02,
-4.517768E-04,-2.49023E-01,-2.92969E-02,
-4.517744E-04,-2.29492E-01,-2.92969E-02,
-4.517720E-04,-2.19727E-01,9.76562E-03,
-4.517696E-04,-2.49023E-01,-2.92969E-02,
-4.517672E-04,-2.49023E-01,-4.88281E-02,
-4.517648E-04,-2.68555E-01,-9.76562E-03,
-4.517624E-04,-2.58789E-01,9.76562E-03,
-4.517600E-04,-2.39258E-01,-9.76562E-03,
-4.517576E-04,-2.78320E-01,4.88281E-02,
-4.517552E-04,-2.49023E-01,-6.83594E-02,
-4.517528E-04,-2.49023E-01,9.76562E-03,
-4.517504E-04,-2.58789E-01,-2.92969E-02,
-4.517480E-04,-2.58789E-01,-9.76562E-03,
-4.517456E-04,-2.78320E-01,9.76562E-03,
-4.517432E-04,-2.49023E-01,-9.76562E-03,
-4.517408E-04,-2.68555E-01,-9.76562E-03,
-4.517384E-04,-2.78320E-01,9.76562E-03,
-4.517360E-04,-2.49023E-01,-1.07422E-01,
-4.517336E-04,-2.39258E-01,-9.76562E-03,
-4.517312E-04,-2.58789E-01,-9.76562E-03,
-4.517288E-04,-2.78320E-01,2.92969E-02,
-4.517264E-04,-2.78320E-01,-9.76562E-03,
-4.517240E-04,-2.49023E-01,9.76562E-03,
-4.517216E-04,-2.39258E-01,9.76562E-03,
-4.517192E-04,-2.49023E-01,-6.83594E-02,
-4.517168E-04,-2.88086E-01,6.83594E-02,
-4.517144E-04,-2.49023E-01,-9.76562E-03,
-4.517120E-04,-2.78320E-01,-9.76562E-03,
-4.517096E-04,-2.39258E-01,2.92969E-02,
-4.517072E-04,-2.88086E-01,2.92969E-02,
-4.517048E-04,-2.68555E-01,-6.83594E-02,
-4.517024E-04,-2.49023E-01,-9.76562E-03,
-4.517000E-04,-2.78320E-01,-6.83594E-02,
-4.516976E-04,-2.58789E-01,9.76562E-03,
-4.516952E-04,-2.78320E-01,-9.76562E-03,
-4.516928E-04,-2.78320E-01,-9.76562E-03,
-4.516904E-04,-2.68555E-01,-9.76562E-03,
-4.516880E-04,-2.68555E-01,6.83594E-02,
-4.516856E-04,-2.88086E-01,2.92969E-02,
-4.516832E-04,-2.78320E-01,-2.92969E-02,
-4.516808E-04,-2.78320E-01,9.76562E-03,
-4.516784E-04,-3.07617E-01,9.76562E-03,
-4.516760E-04,-2.78320E-01,-6.83594E-02,
-4.516736E-04,-2.78320E-01,-9.76562E-03,
-4.516712E-04,-2.78320E-01,-2.92969E-02,
-4.516688E-04,-2.68555E-01,-4.88281E-02,
-4.516664E-04,-2.78320E-01,4.88281E-02,
-4.516640E-04,-2.58789E-01,-9.76562E-03,
-4.516616E-04,-2.88086E-01,9.76562E-03,
-4.516592E-04,-2.88086E-01,6.83594E-02,
-4.516568E-04,-2.78320E-01,9.76562E-03,
-4.516544E-04,-2.58789E-01,2.92969E-02,
-4.516520E-04,-2.88086E-01,4.88281E-02,
-4.516496E-04,-2.88086E-01,4.88281E-02,
-4.516472E-04,-2.88086E-01,4.88281E-02,
-4.516448E-04,-2.88086E-01,-9.76562E-03,
-4.516424E-04,-2.68555E-01,9.76562E-03,
-4.516400E-04,-2.78320E-01,-9.76562E-03,
-4.516376E-04,-2.78320E-01,-4.88281E-02,
-4.516352E-04,-2.58789E-01,9.76562E-03,
-4.516328E-04,-3.07617E-01,4.88281E-02,
-4.516304E-04,-2.97852E-01,4.88281E-02,
-4.516280E-04,-3.17383E-01,6.83594E-02,
-4.516256E-04,-2.88086E-01,4.88281E-02,
-4.516232E-04,-2.58789E-01,2.92969E-02,
-4.516208E-04,-2.88086E-01,-2.92969E-02,
-4.516184E-04,-2.88086E-01,-9.76562E-03,
-4.516160E-04,-2.78320E-01,-4.88281E-02,
-4.516136E-04,-3.07617E-01,2.92969E-02,
-4.516112E-04,-2.58789E-01,-9.76562E-03,
-4.516088E-04,-2.68555E-01,-2.92969E-02,
-4.516064E-04,-2.68555E-01,-9.76562E-03,
-4.516040E-04,-2.58789E-01,9.76562E-03,
-4.516016E-04,-2.88086E-01,-2.92969E-02,
-4.515992E-04,-2.78320E-01,9.76562E-03,
-4.515968E-04,-2.97852E-01,9.76562E-03,
-4.515944E-04,-3.27148E-01,-6.83594E-02,
-4.515920E-04,-3.07617E-01,2.92969E-02,
-4.515896E-04,-3.07617E-01,4.88281E-02,
-4.515872E-04,-2.78320E-01,-4.88281E-02,
-4.515848E-04,-2.88086E-01,2.92969E-02,
-4.515824E-04,-2.97852E-01,2.92969E-02,
-4.515800E-04,-2.97852E-01,-2.92969E-02,
-4.515776E-04,-2.97852E-01,-9.76562E-03,
-4.515752E-04,-2.97852E-01,2.92969E-02,
-4.515728E-04,-2.88086E-01,9.76562E-03,
-4.515704E-04,-3.07617E-01,6.83594E-02,
-4.515680E-04,-2.97852E-01,-9.76562E-03,
-4.515656E-04,-2.88086E-01,-9.76562E-03,
-4.515632E-04,-3.07617E-01,-2.92969E-02,
-4.515608E-04,-2.97852E-01,-6.83594E-02,
-4.515584E-04,-2.88086E-01,-6.83594E-02,
-4.515560E-04,-3.17383E-01,2.92969E-02,
-4.515536E-04,-3.17383E-01,-2.92969E-02,
-4.515512E-04,-2.88086E-01,9.76562E-03,
-4.515488E-04,-2.88086E-01,4.88281E-02,
-4.515464E-04,-2.88086E-01,9.76562E-03,
-4.515440E-04,-2.97852E-01,9.76562E-03,
-4.515416E-04,-2.88086E-01,9.76562E-03,
-4.515392E-04,-3.27148E-01,9.76562E-03,
-4.515368E-04,-2.88086E-01,4.88281E-02,
-4.515344E-04,-3.07617E-01,9.76562E-03,
-4.515320E-04,-3.17383E-01,8.78906E-02,
-4.515296E-04,-3.07617E-01,-9.76562E-03,
-4.515272E-04,-2.97852E-01,4.88281E-02,
-4.515248E-04,-2.97852E-01,-9.76562E-03,
-4.515224E-04,-2.88086E-01,9.76562E-03,
-4.515200E-04,-2.88086E-01,-9.76562E-03,
-4.515176E-04,-3.07617E-01,-2.92969E-02,
-4.515152E-04,-2.97852E-01,-2.92969E-02,
-4.515128E-04,-3.17383E-01,-2.92969E-02,
-4.515104E-04,-2.88086E-01,6.83594E-02,
-4.515080E-04,-2.88086E-01,9.76562E-03,
-4.515056E-04,-2.88086E-01,-2.92969E-02,
-4.515032E-04,-3.07617E-01,9.76562E-03,
-4.515008E-04,-2.88086E-01,9.76562E-03,
-4.514984E-04,-3.07617E-01,9.76562E-03,
-4.514960E-04,-2.97852E-01,-9.76562E-03,
-4.514936E-04,-2.97852E-01,8.78906E-02,
-4.514912E-04,-3.07617E-01,4.88281E-02,
-4.514888E-04,-3.27148E-01,-2.92969E-02,
-4.514864E-04,-3.17383E-01,4.88281E-02,
-4.514840E-04,-2.97852E-01,9.76562E-03,
-4.514816E-04,-3.27148E-01,9.76562E-03,
-4.514792E-04,-3.07617E-01,-2.92969E-02,
-4.514768E-04,-3.27148E-01,-9.76562E-03,
-4.514744E-04,-3.27148E-01,6.83594E-02,
-4.514720E-04,-3.17383E-01,-9.76562E-03,
-4.514696E-04,-2.97852E-01,-9.76562E-03,
-4.514672E-04,-3.17383E-01,6.83594E-02,
-4.514648E-04,-2.88086E-01,-2.92969E-02,
-4.514624E-04,-3.36914E-01,-9.76562E-03,
-4.514600E-04,-2.97852E-01,2.92969E-02,
-4.514576E-04,-3.27148E-01,4.88281E-02,
-4.514552E-04,-3.17383E-01,6.83594E-02,
-4.514528E-04,-3.07617E-01,9.76562E-03,
-4.514504E-04,-2.97852E-01,9.76562E-03,
-4.514480E-04,-3.36914E-01,-2.92969E-02,
-4.514456E-04,-3.07617E-01,2.92969E-02,
-4.514432E-04,-3.07617E-01,-2.92969E-02,
-4.514408E-04,-3.07617E-01,9.76562E-03,
