in s,C1 in V,C2 in V,C4 in V,ARB0
-5.329296E-04,-2.44141E-02,2.92969E-02,-1.23242E-01,6.1817395E-06
-5.329272E-04,-1.46484E-02,-4.88281E-02,2.32422E-02,6.1817395E-06
-5.329248E-04,4.88281E-03,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.329224E-04,-3.41797E-02,2.92969E-02,-1.23242E-01,6.1817395E-06
-5.329200E-04,-2.44141E-02,6.83594E-02,-7.44141E-02,6.1817395E-06
-5.329176E-04,-4.88281E-03,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.329152E-04,4.88281E-03,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.329128E-04,-2.44141E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.329104E-04,4.88281E-03,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.329080E-04,-3.41797E-02,-9.76562E-03,1.20898E-01,6.1817395E-06
-5.329056E-04,-4.88281E-03,2.92969E-02,-2.20898E-01,6.1817395E-06
-5.329032E-04,-1.46484E-02,4.88281E-02,-1.23242E-01,6.1817395E-06
-5.329008E-04,-2.44141E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.328984E-04,-1.46484E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.328960E-04,-2.44141E-02,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.328936E-04,-1.46484E-02,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.328912E-04,-3.41797E-02,-9.76562E-03,1.20898E-01,6.1817395E-06
-5.328888E-04,-4.88281E-03,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.328864E-04,-3.41797E-02,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.328840E-04,-5.37109E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.328816E-04,-4.88281E-03,2.92969E-02,7.20703E-02,6.1817395E-06
-5.328792E-04,-2.44141E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.328768E-04,-1.46484E-02,9.76562E-03,1.20898E-01,6.1817395E-06
-5.328744E-04,-3.41797E-02,-1.07422E-01,-1.23242E-01,6.1817395E-06
-5.328720E-04,-2.44141E-02,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.328696E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.328672E-04,-3.41797E-02,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.328648E-04,-3.41797E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.328624E-04,-3.41797E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.328600E-04,4.88281E-03,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.328576E-04,-1.46484E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.328552E-04,-4.88281E-03,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.328528E-04,4.88281E-03,-4.88281E-02,1.20898E-01,6.1817395E-06
-5.328504E-04,-2.44141E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.328480E-04,-3.41797E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.328456E-04,-1.46484E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.328432E-04,-3.41797E-02,2.92969E-02,-1.23242E-01,6.1817395E-06
-5.328408E-04,-4.88281E-03,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.328384E-04,4.88281E-03,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.328360E-04,-3.41797E-02,2.92969E-02,-1.72070E-01,6.1817395E-06
-5.328336E-04,-1.46484E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.328312E-04,-2.44141E-02,4.88281E-02,-2.69727E-01,6.1817395E-06
-5.328288E-04,-3.41797E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.328264E-04,-3.41797E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.328240E-04,-4.88281E-03,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.328216E-04,-1.46484E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.328192E-04,-1.46484E-02,9.76562E-03,-3.18555E-01,6.1817395E-06
-5.328168E-04,-2.44141E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.328144E-04,-1.46484E-02,6.83594E-02,2.32422E-02,6.1817395E-06
-5.328120E-04,-1.46484E-02,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.328096E-04,4.88281E-03,8.78906E-02,-2.55859E-02,6.1817395E-06
-5.328072E-04,-3.41797E-02,4.88281E-02,-1.23242E-01,6.1817395E-06
-5.328048E-04,4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.328024E-04,2.44141E-02,6.83594E-02,-7.44141E-02,6.1817395E-06
-5.328000E-04,-4.39453E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.327976E-04,-2.44141E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.327952E-04,-2.44141E-02,2.92969E-02,-1.72070E-01,6.1817395E-06
-5.327928E-04,-3.41797E-02,8.78906E-02,1.20898E-01,6.1817395E-06
-5.327904E-04,2.44141E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.327880E-04,-2.44141E-02,2.92969E-02,1.69727E-01,6.1817395E-06
-5.327856E-04,-4.88281E-03,9.76562E-03,2.32422E-02,6.1817395E-06
-5.327832E-04,-1.46484E-02,4.88281E-02,2.18555E-01,6.1817395E-06
-5.327808E-04,-2.44141E-02,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.327784E-04,-3.41797E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.327760E-04,-3.41797E-02,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.327736E-04,1.46484E-02,2.92969E-02,-2.20898E-01,6.1817395E-06
-5.327712E-04,-4.39453E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.327688E-04,-3.41797E-02,4.88281E-02,-1.72070E-01,6.1817395E-06
-5.327664E-04,-4.88281E-03,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.327640E-04,-4.88281E-03,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.327616E-04,4.88281E-03,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.327592E-04,-5.37109E-02,-4.88281E-02,1.20898E-01,6.1817395E-06
-5.327568E-04,-5.37109E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.327544E-04,-4.39453E-02,2.92969E-02,7.20703E-02,6.1817395E-06
-5.327520E-04,-4.88281E-03,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.327496E-04,-4.88281E-03,2.92969E-02,-1.23242E-01,6.1817395E-06
-5.327472E-04,-1.46484E-02,-9.76562E-03,-2.69727E-01,6.1817395E-06
-5.327448E-04,-3.41797E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.327424E-04,4.88281E-03,2.92969E-02,1.20898E-01,6.1817395E-06
-5.327400E-04,-4.88281E-03,9.76562E-03,1.20898E-01,6.1817395E-06
-5.327376E-04,4.88281E-03,9.76562E-03,1.20898E-01,6.1817395E-06
-5.327352E-04,-1.46484E-02,-4.88281E-02,2.32422E-02,6.1817395E-06
-5.327328E-04,-1.46484E-02,4.88281E-02,-1.72070E-01,6.1817395E-06
-5.327304E-04,-1.46484E-02,6.83594E-02,7.20703E-02,6.1817395E-06
-5.327280E-04,-4.88281E-03,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.327256E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.327232E-04,4.88281E-03,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.327208E-04,2.44141E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.327184E-04,-2.44141E-02,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.327160E-04,-4.88281E-03,-4.88281E-02,1.69727E-01,6.1817395E-06
-5.327136E-04,4.88281E-03,4.88281E-02,-1.23242E-01,6.1817395E-06
-5.327112E-04,-5.37109E-02,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.327088E-04,-4.88281E-03,2.92969E-02,-1.23242E-01,6.1817395E-06
-5.327064E-04,4.88281E-03,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.327040E-04,-3.41797E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.327016E-04,-1.46484E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.326992E-04,-4.88281E-03,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.326968E-04,-2.44141E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.326944E-04,-1.46484E-02,-8.78906E-02,-1.23242E-01,6.1817395E-06
-5.326920E-04,-3.41797E-02,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.326896E-04,-1.46484E-02,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.326872E-04,-4.88281E-03,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.326848E-04,-1.46484E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.326824E-04,-4.88281E-03,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.326800E-04,-2.44141E-02,2.92969E-02,-1.72070E-01,6.1817395E-06
-5.326776E-04,-2.44141E-02,4.88281E-02,-3.18555E-01,6.1817395E-06
-5.326752E-04,1.46484E-02,4.88281E-02,-1.23242E-01,6.1817395E-06
-5.326728E-04,-5.37109E-02,4.88281E-02,7.20703E-02,6.1817395E-06
-5.326704E-04,-5.37109E-02,2.92969E-02,-2.20898E-01,6.1817395E-06
-5.326680E-04,4.88281E-03,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.326656E-04,-1.46484E-02,4.88281E-02,-1.23242E-01,6.1817395E-06
-5.326632E-04,-2.44141E-02,6.83594E-02,-7.44141E-02,6.1817395E-06
-5.326608E-04,-3.41797E-02,2.92969E-02,2.32422E-02,6.1817395E-06
-5.326584E-04,-1.46484E-02,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.326560E-04,-3.41797E-02,-2.92969E-02,-3.18555E-01,6.1817395E-06
-5.326536E-04,-3.41797E-02,2.92969E-02,-1.72070E-01,6.1817395E-06
-5.326512E-04,-4.39453E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.326488E-04,-4.88281E-03,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.326464E-04,-4.88281E-03,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.326440E-04,-1.46484E-02,-8.78906E-02,-1.23242E-01,6.1817395E-06
-5.326416E-04,-4.88281E-03,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.326392E-04,-4.39453E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.326368E-04,-4.88281E-03,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.326344E-04,-2.44141E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.326320E-04,-2.44141E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.326296E-04,-3.41797E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.326272E-04,-2.44141E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.326248E-04,-3.41797E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.326224E-04,-4.88281E-03,9.76562E-03,7.20703E-02,6.1817395E-06
-5.326200E-04,-1.46484E-02,8.78906E-02,-2.55859E-02,6.1817395E-06
-5.326176E-04,-4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.326152E-04,-2.44141E-02,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.326128E-04,-5.37109E-02,6.83594E-02,1.20898E-01,6.1817395E-06
-5.326104E-04,1.46484E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.326080E-04,-3.41797E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.326056E-04,-3.41797E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.326032E-04,-3.41797E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.326008E-04,-4.88281E-03,-4.88281E-02,-2.20898E-01,6.1817395E-06
-5.325984E-04,-4.88281E-03,2.92969E-02,-1.23242E-01,6.1817395E-06
-5.325960E-04,-1.46484E-02,4.88281E-02,7.20703E-02,6.1817395E-06
-5.325936E-04,-4.39453E-02,1.07422E-01,2.32422E-02,6.1817395E-06
-5.325912E-04,-1.46484E-02,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.325888E-04,4.88281E-03,9.76562E-03,7.20703E-02,6.1817395E-06
-5.325864E-04,2.44141E-02,2.92969E-02,-2.20898E-01,6.1817395E-06
-5.325840E-04,4.88281E-03,9.76562E-03,7.20703E-02,6.1817395E-06
-5.325816E-04,4.88281E-03,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.325792E-04,-3.41797E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.325768E-04,-2.44141E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.325744E-04,-6.34766E-02,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.325720E-04,-4.88281E-03,2.92969E-02,2.32422E-02,6.1817395E-06
-5.325696E-04,4.88281E-03,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.325672E-04,-2.44141E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.325648E-04,-3.41797E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.325624E-04,-2.44141E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.325600E-04,-3.41797E-02,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.325576E-04,-4.88281E-03,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.325552E-04,1.46484E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.325528E-04,-4.88281E-03,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.325504E-04,-1.46484E-02,-6.83594E-02,-1.72070E-01,6.1817395E-06
-5.325480E-04,-4.88281E-03,9.76562E-03,-3.18555E-01,6.1817395E-06
-5.325456E-04,3.41797E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.325432E-04,-2.44141E-02,4.88281E-02,7.20703E-02,6.1817395E-06
-5.325408E-04,1.46484E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.325384E-04,-4.39453E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.325360E-04,-1.46484E-02,9.76562E-03,2.67383E-01,6.1817395E-06
-5.325336E-04,-3.41797E-02,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.325312E-04,-4.88281E-03,-4.88281E-02,-2.55859E-02,6.1817395E-06
-5.325288E-04,-4.88281E-03,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.325264E-04,-4.39453E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.325240E-04,-1.46484E-02,-9.76562E-03,-3.18555E-01,6.1817395E-06
-5.325216E-04,-2.44141E-02,-4.88281E-02,-1.23242E-01,6.1817395E-06
-5.325192E-04,-3.41797E-02,-9.76562E-03,-3.67383E-01,6.1817395E-06
-5.325168E-04,-1.46484E-02,6.83594E-02,-1.23242E-01,6.1817395E-06
-5.325144E-04,-4.88281E-03,-4.88281E-02,2.32422E-02,6.1817395E-06
-5.325120E-04,-1.46484E-02,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.325096E-04,-1.46484E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.325072E-04,-4.39453E-02,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.325048E-04,-1.46484E-02,-2.92969E-02,1.69727E-01,6.1817395E-06
-5.325024E-04,-4.88281E-03,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.325000E-04,-1.46484E-02,6.83594E-02,-2.55859E-02,6.1817395E-06
-5.324976E-04,-4.39453E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.324952E-04,-4.88281E-03,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.324928E-04,4.88281E-03,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.324904E-04,1.46484E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.324880E-04,-4.88281E-03,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.324856E-04,-4.88281E-03,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.324832E-04,-3.41797E-02,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.324808E-04,-3.41797E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.324784E-04,4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.324760E-04,-2.44141E-02,6.83594E-02,-1.72070E-01,6.1817395E-06
-5.324736E-04,-2.44141E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.324712E-04,4.88281E-03,4.88281E-02,1.20898E-01,6.1817395E-06
-5.324688E-04,-4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.324664E-04,-3.41797E-02,4.88281E-02,7.20703E-02,6.1817395E-06
-5.324640E-04,-2.44141E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.324616E-04,-3.41797E-02,-2.92969E-02,-2.69727E-01,6.1817395E-06
-5.324592E-04,1.46484E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.324568E-04,-4.88281E-03,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.324544E-04,-2.44141E-02,-9.76562E-03,-2.69727E-01,6.1817395E-06
-5.324520E-04,-3.41797E-02,-1.07422E-01,-7.44141E-02,6.1817395E-06
-5.324496E-04,-1.46484E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.324472E-04,-3.41797E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.324448E-04,-2.44141E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.324424E-04,-2.44141E-02,-4.88281E-02,-2.55859E-02,6.1817395E-06
-5.324400E-04,-1.46484E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.324376E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.324352E-04,-2.44141E-02,-6.83594E-02,-1.23242E-01,6.1817395E-06
-5.324328E-04,-4.88281E-03,9.76562E-03,7.20703E-02,6.1817395E-06
-5.324304E-04,-4.39453E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.324280E-04,-1.46484E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.324256E-04,-4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.324232E-04,-3.41797E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.324208E-04,-4.88281E-03,-6.83594E-02,2.32422E-02,6.1817395E-06
-5.324184E-04,-4.88281E-03,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.324160E-04,-4.88281E-03,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.324136E-04,-3.41797E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.324112E-04,-2.44141E-02,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.324088E-04,-4.88281E-03,9.76562E-03,7.20703E-02,6.1817395E-06
-5.324064E-04,-2.44141E-02,-9.76562E-03,1.20898E-01,6.1817395E-06
-5.324040E-04,-2.44141E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.324016E-04,-2.44141E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.323992E-04,-3.41797E-02,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.323968E-04,-1.46484E-02,-4.88281E-02,-1.23242E-01,6.1817395E-06
-5.323944E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.323920E-04,-1.46484E-02,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.323896E-04,-4.39453E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.323872E-04,-4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.323848E-04,-3.41797E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.323824E-04,-4.88281E-03,9.76562E-03,1.20898E-01,6.1817395E-06
-5.323800E-04,-2.44141E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.323776E-04,-4.39453E-02,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.323752E-04,-1.46484E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.323728E-04,-3.41797E-02,-2.92969E-02,2.32422E-02,6.1817395E-06
-5.323704E-04,-4.88281E-03,4.88281E-02,-2.69727E-01,6.1817395E-06
-5.323680E-04,-4.88281E-03,6.83594E-02,-1.72070E-01,6.1817395E-06
-5.323656E-04,-3.41797E-02,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.323632E-04,-4.88281E-03,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.323608E-04,1.46484E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.323584E-04,-4.88281E-03,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.323560E-04,-2.44141E-02,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.323536E-04,-1.46484E-02,9.76562E-03,7.20703E-02,6.1817395E-06
-5.323512E-04,-1.46484E-02,-4.88281E-02,-2.20898E-01,6.1817395E-06
-5.323488E-04,-5.37109E-02,-4.88281E-02,-2.20898E-01,6.1817395E-06
-5.323464E-04,-5.37109E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.323440E-04,4.88281E-03,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.323416E-04,2.44141E-02,-9.76562E-03,-3.18555E-01,6.1817395E-06
-5.323392E-04,-4.88281E-03,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.323368E-04,-3.41797E-02,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.323344E-04,-2.44141E-02,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.323320E-04,-2.44141E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.323296E-04,-4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.323272E-04,-4.88281E-03,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.323248E-04,-4.88281E-03,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.323224E-04,-4.88281E-03,-9.76562E-03,-3.18555E-01,6.1817395E-06
-5.323200E-04,4.88281E-03,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.323176E-04,-2.44141E-02,4.88281E-02,7.20703E-02,6.1817395E-06
-5.323152E-04,-4.88281E-03,6.83594E-02,1.20898E-01,6.1817395E-06
-5.323128E-04,-4.88281E-03,9.76562E-03,-3.18555E-01,6.1817395E-06
-5.323104E-04,1.46484E-02,-4.88281E-02,2.32422E-02,6.1817395E-06
-5.323080E-04,-1.46484E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.323056E-04,-4.88281E-03,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.323032E-04,-2.44141E-02,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.323008E-04,-1.46484E-02,4.88281E-02,-1.23242E-01,6.1817395E-06
-5.322984E-04,4.88281E-03,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.322960E-04,1.46484E-02,-2.92969E-02,7.20703E-02,6.1817395E-06
-5.322936E-04,-3.41797E-02,-9.76562E-03,1.69727E-01,6.1817395E-06
-5.322912E-04,-3.41797E-02,-2.92969E-02,2.32422E-02,6.1817395E-06
-5.322888E-04,-3.41797E-02,-9.76562E-03,-3.18555E-01,6.1817395E-06
-5.322864E-04,-2.44141E-02,8.78906E-02,-7.44141E-02,6.1817395E-06
-5.322840E-04,-4.88281E-03,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.322816E-04,4.88281E-03,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.322792E-04,-4.88281E-03,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.322768E-04,-1.46484E-02,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.322744E-04,-1.46484E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.322720E-04,-4.88281E-03,2.92969E-02,-2.20898E-01,6.1817395E-06
-5.322696E-04,-1.46484E-02,2.92969E-02,-2.20898E-01,6.1817395E-06
-5.322672E-04,-5.37109E-02,2.92969E-02,-1.72070E-01,6.1817395E-06
-5.322648E-04,1.46484E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.322624E-04,4.88281E-03,-6.83594E-02,7.20703E-02,6.1817395E-06
-5.322600E-04,-3.41797E-02,-8.78906E-02,-7.44141E-02,6.1817395E-06
-5.322576E-04,4.88281E-03,-2.92969E-02,7.20703E-02,6.1817395E-06
-5.322552E-04,-2.44141E-02,-4.88281E-02,7.20703E-02,6.1817395E-06
-5.322528E-04,-1.46484E-02,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.322504E-04,-4.88281E-03,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.322480E-04,4.88281E-03,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.322456E-04,4.88281E-03,-2.92969E-02,-2.20898E-01,6.1817395E-06
-5.322432E-04,-5.37109E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.322408E-04,-4.88281E-03,-2.92969E-02,7.20703E-02,6.1817395E-06
-5.322384E-04,-1.46484E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.322360E-04,-4.88281E-03,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.322336E-04,-4.88281E-03,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.322312E-04,-3.41797E-02,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.322288E-04,1.46484E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.322264E-04,-1.46484E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.322240E-04,-1.46484E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.322216E-04,-4.88281E-03,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.322192E-04,-3.41797E-02,-2.92969E-02,7.20703E-02,6.1817395E-06
-5.322168E-04,-1.46484E-02,6.83594E-02,1.20898E-01,6.1817395E-06
-5.322144E-04,-1.46484E-02,6.83594E-02,-1.23242E-01,6.1817395E-06
-5.322120E-04,-4.88281E-03,2.92969E-02,2.32422E-02,6.1817395E-06
-5.322096E-04,-3.41797E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.322072E-04,-1.46484E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.322048E-04,-1.46484E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.322024E-04,1.46484E-02,-8.78906E-02,-7.44141E-02,6.1817395E-06
-5.322000E-04,4.88281E-03,-6.83594E-02,-2.20898E-01,6.1817395E-06
-5.321976E-04,-3.41797E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.321952E-04,-3.41797E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.321928E-04,-4.39453E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.321904E-04,4.88281E-03,4.88281E-02,2.32422E-02,6.1817395E-06
-5.321880E-04,-3.41797E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.321856E-04,-2.44141E-02,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.321832E-04,-3.41797E-02,4.88281E-02,7.20703E-02,6.1817395E-06
-5.321808E-04,-5.37109E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.321784E-04,-4.88281E-03,2.92969E-02,1.20898E-01,6.1817395E-06
-5.321760E-04,-3.41797E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.321736E-04,-4.88281E-03,-6.83594E-02,-1.23242E-01,6.1817395E-06
-5.321712E-04,-2.44141E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
