in s,C1 in V,C2 in V,C4 in V,ARB0
-5.460000E-04,-4.39453E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.459976E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.459952E-04,-4.88281E-03,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.459928E-04,4.88281E-03,-2.92969E-02,2.18555E-01,6.1817395E-06
-5.459904E-04,-4.88281E-03,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.459880E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.459856E-04,-4.39453E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.459832E-04,-4.39453E-02,-9.76562E-03,-2.69727E-01,6.1817395E-06
-5.459808E-04,-4.39453E-02,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.459784E-04,-4.88281E-03,-2.92969E-02,1.20898E-01,6.1817395E-06
-5.459760E-04,-4.39453E-02,4.88281E-02,-1.23242E-01,6.1817395E-06
-5.459736E-04,-4.88281E-03,-4.88281E-02,-2.55859E-02,6.1817395E-06
-5.459712E-04,-4.39453E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.459688E-04,-4.88281E-03,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.459664E-04,-3.41797E-02,9.76562E-03,7.20703E-02,6.1817395E-06
-5.459640E-04,-3.41797E-02,-4.88281E-02,-2.20898E-01,6.1817395E-06
-5.459616E-04,-3.41797E-02,-8.78906E-02,-1.23242E-01,6.1817395E-06
-5.459592E-04,-4.88281E-03,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.459568E-04,-3.41797E-02,-1.07422E-01,7.20703E-02,6.1817395E-06
-5.459544E-04,-2.44141E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.459520E-04,-1.46484E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.459496E-04,-1.46484E-02,-2.92969E-02,2.32422E-02,6.1817395E-06
-5.459472E-04,-3.41797E-02,4.88281E-02,-1.72070E-01,6.1817395E-06
-5.459448E-04,-3.41797E-02,-4.88281E-02,2.67383E-01,6.1817395E-06
-5.459424E-04,-3.41797E-02,-6.83594E-02,-1.72070E-01,6.1817395E-06
-5.459400E-04,-2.44141E-02,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.459376E-04,-5.37109E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.459352E-04,-4.88281E-03,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.459328E-04,-4.39453E-02,-4.88281E-02,-2.20898E-01,6.1817395E-06
-5.459304E-04,-3.41797E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.459280E-04,-4.88281E-03,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.459256E-04,-5.37109E-02,-9.76562E-03,1.20898E-01,6.1817395E-06
-5.459232E-04,-1.46484E-02,-2.92969E-02,-2.20898E-01,6.1817395E-06
-5.459208E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.459184E-04,-1.46484E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.459160E-04,4.88281E-03,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.459136E-04,-1.46484E-02,-2.92969E-02,7.20703E-02,6.1817395E-06
-5.459112E-04,-3.41797E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.459088E-04,-4.39453E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.459064E-04,-2.44141E-02,9.76562E-03,7.20703E-02,6.1817395E-06
-5.459040E-04,-5.37109E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.459016E-04,-6.34766E-02,-1.07422E-01,1.20898E-01,6.1817395E-06
-5.458992E-04,-4.88281E-03,4.88281E-02,-2.55859E-02,6.1817395E-06
-5.458968E-04,-1.46484E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.458944E-04,-4.88281E-03,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.458920E-04,-4.39453E-02,2.92969E-02,-2.20898E-01,6.1817395E-06
-5.458896E-04,-1.46484E-02,-2.92969E-02,1.20898E-01,6.1817395E-06
-5.458872E-04,-1.46484E-02,-4.88281E-02,2.18555E-01,6.1817395E-06
-5.458848E-04,-1.46484E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.458824E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.458800E-04,-6.34766E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.458776E-04,-4.39453E-02,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.458752E-04,-2.44141E-02,-6.83594E-02,2.32422E-02,6.1817395E-06
-5.458728E-04,-4.88281E-03,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.458704E-04,-1.46484E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.458680E-04,-1.46484E-02,-9.76562E-03,1.69727E-01,6.1817395E-06
-5.458656E-04,-4.88281E-03,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.458632E-04,-2.44141E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.458608E-04,-3.41797E-02,-1.07422E-01,-7.44141E-02,6.1817395E-06
-5.458584E-04,-7.32422E-02,-4.88281E-02,-1.23242E-01,6.1817395E-06
-5.458560E-04,-1.46484E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.458536E-04,-4.39453E-02,-1.26953E-01,-7.44141E-02,6.1817395E-06
-5.458512E-04,-1.46484E-02,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.458488E-04,-4.39453E-02,-2.92969E-02,7.20703E-02,6.1817395E-06
-5.458464E-04,-4.88281E-03,6.83594E-02,-7.44141E-02,6.1817395E-06
-5.458440E-04,-3.41797E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.458416E-04,-4.88281E-03,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.458392E-04,-3.41797E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.458368E-04,-1.46484E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.458344E-04,-1.46484E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.458320E-04,-4.88281E-03,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.458296E-04,-3.41797E-02,-2.92969E-02,1.69727E-01,6.1817395E-06
-5.458272E-04,-3.41797E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.458248E-04,-5.37109E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.458224E-04,-1.46484E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.458200E-04,-3.41797E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.458176E-04,-4.88281E-03,-8.78906E-02,-2.55859E-02,6.1817395E-06
-5.458152E-04,-3.41797E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.458128E-04,-4.39453E-02,-4.88281E-02,2.32422E-02,6.1817395E-06
-5.458104E-04,-4.39453E-02,-9.76562E-03,1.20898E-01,6.1817395E-06
-5.458080E-04,-4.39453E-02,4.88281E-02,-2.20898E-01,6.1817395E-06
-5.458056E-04,-3.41797E-02,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.458032E-04,-3.41797E-02,-4.88281E-02,-1.23242E-01,6.1817395E-06
-5.458008E-04,-2.44141E-02,-6.83594E-02,-2.55859E-02,6.1817395E-06
-5.457984E-04,-2.44141E-02,-6.83594E-02,-1.72070E-01,6.1817395E-06
-5.457960E-04,-4.88281E-03,-6.83594E-02,-2.55859E-02,6.1817395E-06
-5.457936E-04,-4.39453E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.457912E-04,-4.88281E-03,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.457888E-04,-3.41797E-02,9.76562E-03,-1.23242E-01,6.1817395E-06
-5.457864E-04,-4.39453E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.457840E-04,-6.34766E-02,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.457816E-04,-3.41797E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.457792E-04,-4.88281E-03,-2.92969E-02,-2.20898E-01,6.1817395E-06
-5.457768E-04,-3.41797E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.457744E-04,-5.37109E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.457720E-04,-1.46484E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.457696E-04,-7.32422E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.457672E-04,-3.41797E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.457648E-04,-3.41797E-02,6.83594E-02,-7.44141E-02,6.1817395E-06
-5.457624E-04,-3.41797E-02,9.76562E-03,1.20898E-01,6.1817395E-06
-5.457600E-04,-3.41797E-02,-6.83594E-02,-1.72070E-01,6.1817395E-06
-5.457576E-04,-6.34766E-02,9.76562E-03,2.32422E-02,6.1817395E-06
-5.457552E-04,-4.88281E-03,-6.83594E-02,-1.23242E-01,6.1817395E-06
-5.457528E-04,-5.37109E-02,-4.88281E-02,2.18555E-01,6.1817395E-06
-5.457504E-04,-3.41797E-02,-8.78906E-02,-7.44141E-02,6.1817395E-06
-5.457480E-04,-4.39453E-02,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.457456E-04,-4.39453E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.457432E-04,-4.88281E-03,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.457408E-04,-1.46484E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.457384E-04,-4.39453E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.457360E-04,-4.88281E-03,-1.07422E-01,-7.44141E-02,6.1817395E-06
-5.457336E-04,-4.39453E-02,-1.26953E-01,-2.55859E-02,6.1817395E-06
-5.457312E-04,-5.37109E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.457288E-04,-3.41797E-02,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.457264E-04,-4.88281E-03,2.92969E-02,7.20703E-02,6.1817395E-06
-5.457240E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.457216E-04,-6.34766E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.457192E-04,-3.41797E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.457168E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.457144E-04,-3.41797E-02,-9.76562E-03,1.20898E-01,6.1817395E-06
-5.457120E-04,-2.44141E-02,-6.83594E-02,-2.55859E-02,6.1817395E-06
-5.457096E-04,-4.39453E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.457072E-04,-1.46484E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.457048E-04,-3.41797E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.457024E-04,-1.46484E-02,-1.07422E-01,1.20898E-01,6.1817395E-06
-5.457000E-04,-5.37109E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.456976E-04,-3.41797E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.456952E-04,-3.41797E-02,-2.92969E-02,-2.20898E-01,6.1817395E-06
-5.456928E-04,-5.37109E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.456904E-04,-3.41797E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.456880E-04,-6.34766E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.456856E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.456832E-04,-4.39453E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.456808E-04,-4.88281E-03,-6.83594E-02,1.20898E-01,6.1817395E-06
-5.456784E-04,-1.46484E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.456760E-04,-1.46484E-02,-4.88281E-02,-3.18555E-01,6.1817395E-06
-5.456736E-04,-5.37109E-02,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.456712E-04,-4.39453E-02,-6.83594E-02,7.20703E-02,6.1817395E-06
-5.456688E-04,-4.39453E-02,-6.83594E-02,-2.55859E-02,6.1817395E-06
-5.456664E-04,-2.44141E-02,-4.88281E-02,2.32422E-02,6.1817395E-06
-5.456640E-04,-2.44141E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.456616E-04,-3.41797E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.456592E-04,-3.41797E-02,-4.88281E-02,2.32422E-02,6.1817395E-06
-5.456568E-04,4.88281E-03,2.92969E-02,1.20898E-01,6.1817395E-06
-5.456544E-04,-4.39453E-02,4.88281E-02,-1.23242E-01,6.1817395E-06
-5.456520E-04,-4.39453E-02,-4.88281E-02,-2.55859E-02,6.1817395E-06
-5.456496E-04,-1.46484E-02,-6.83594E-02,-2.55859E-02,6.1817395E-06
-5.456472E-04,-4.88281E-03,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.456448E-04,-1.46484E-02,-6.83594E-02,-2.55859E-02,6.1817395E-06
-5.456424E-04,-2.44141E-02,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.456400E-04,-1.46484E-02,2.92969E-02,-1.23242E-01,6.1817395E-06
-5.456376E-04,-1.46484E-02,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.456352E-04,-4.39453E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.456328E-04,-4.88281E-03,-6.83594E-02,-1.72070E-01,6.1817395E-06
-5.456304E-04,-6.34766E-02,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.456280E-04,-3.41797E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.456256E-04,-4.39453E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.456232E-04,-2.44141E-02,-6.83594E-02,1.20898E-01,6.1817395E-06
-5.456208E-04,-2.44141E-02,-8.78906E-02,-7.44141E-02,6.1817395E-06
-5.456184E-04,-1.46484E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.456160E-04,-2.44141E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.456136E-04,-6.34766E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.456112E-04,-6.34766E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.456088E-04,-3.41797E-02,-2.92969E-02,7.20703E-02,6.1817395E-06
-5.456064E-04,-4.88281E-03,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.456040E-04,-3.41797E-02,6.83594E-02,-1.23242E-01,6.1817395E-06
-5.456016E-04,-3.41797E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.455992E-04,-6.34766E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.455968E-04,-3.41797E-02,9.76562E-03,-2.20898E-01,6.1817395E-06
-5.455944E-04,-2.44141E-02,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.455920E-04,-6.34766E-02,-6.83594E-02,-1.72070E-01,6.1817395E-06
-5.455896E-04,-3.41797E-02,-4.88281E-02,-2.20898E-01,6.1817395E-06
-5.455872E-04,-4.88281E-03,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.455848E-04,-1.46484E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.455824E-04,-3.41797E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.455800E-04,-3.41797E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.455776E-04,-6.34766E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.455752E-04,-3.41797E-02,-4.88281E-02,-2.55859E-02,6.1817395E-06
-5.455728E-04,-4.39453E-02,8.78906E-02,-2.55859E-02,6.1817395E-06
-5.455704E-04,-3.41797E-02,4.88281E-02,-1.72070E-01,6.1817395E-06
-5.455680E-04,-1.46484E-02,-6.83594E-02,-1.72070E-01,6.1817395E-06
-5.455656E-04,-1.46484E-02,-8.78906E-02,-1.23242E-01,6.1817395E-06
-5.455632E-04,-2.44141E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.455608E-04,-2.44141E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.455584E-04,-1.46484E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.455560E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.455536E-04,-1.46484E-02,6.83594E-02,-2.55859E-02,6.1817395E-06
-5.455512E-04,-4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.455488E-04,-4.39453E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.455464E-04,-5.37109E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.455440E-04,-5.37109E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.455416E-04,-4.39453E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.455392E-04,-1.46484E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.455368E-04,-3.41797E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.455344E-04,-4.88281E-03,9.76562E-03,7.20703E-02,6.1817395E-06
-5.455320E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.455296E-04,4.88281E-03,-2.92969E-02,1.20898E-01,6.1817395E-06
-5.455272E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.455248E-04,-2.44141E-02,-4.88281E-02,-2.55859E-02,6.1817395E-06
-5.455224E-04,-1.46484E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.455200E-04,-3.41797E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.455176E-04,-3.41797E-02,2.92969E-02,-1.72070E-01,6.1817395E-06
-5.455152E-04,-1.46484E-02,6.83594E-02,-7.44141E-02,6.1817395E-06
-5.455128E-04,-4.88281E-03,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.455104E-04,-6.34766E-02,-6.83594E-02,-3.18555E-01,6.1817395E-06
-5.455080E-04,-7.32422E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.455056E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.455032E-04,-1.46484E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.455008E-04,-1.46484E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.454984E-04,-5.37109E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.454960E-04,-5.37109E-02,-8.78906E-02,-2.20898E-01,6.1817395E-06
-5.454936E-04,-4.88281E-03,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.454912E-04,-2.44141E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.454888E-04,-4.88281E-03,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.454864E-04,-4.88281E-03,-6.83594E-02,-1.23242E-01,6.1817395E-06
-5.454840E-04,-1.46484E-02,-6.83594E-02,-2.69727E-01,6.1817395E-06
-5.454816E-04,-3.41797E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.454792E-04,-4.39453E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.454768E-04,-1.46484E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
-5.454744E-04,-4.39453E-02,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.454720E-04,-1.46484E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.454696E-04,-2.44141E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.454672E-04,-3.41797E-02,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.454648E-04,-4.88281E-03,-6.83594E-02,7.20703E-02,6.1817395E-06
-5.454624E-04,1.46484E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.454600E-04,-8.30078E-02,2.92969E-02,7.20703E-02,6.1817395E-06
-5.454576E-04,-4.88281E-03,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.454552E-04,-1.46484E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.454528E-04,-3.41797E-02,-6.83594E-02,7.20703E-02,6.1817395E-06
-5.454504E-04,-2.44141E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.454480E-04,-3.41797E-02,-4.88281E-02,1.20898E-01,6.1817395E-06
-5.454456E-04,-4.39453E-02,-2.92969E-02,7.20703E-02,6.1817395E-06
-5.454432E-04,4.88281E-03,-6.83594E-02,-2.20898E-01,6.1817395E-06
-5.454408E-04,-2.44141E-02,9.76562E-03,-2.55859E-02,6.1817395E-06
-5.454384E-04,-4.88281E-03,4.88281E-02,-7.44141E-02,6.1817395E-06
-5.454360E-04,-4.39453E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.454336E-04,-3.41797E-02,4.88281E-02,-1.72070E-01,6.1817395E-06
-5.454312E-04,-1.46484E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.454288E-04,-3.41797E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.454264E-04,-3.41797E-02,-9.76562E-03,7.20703E-02,6.1817395E-06
-5.454240E-04,3.41797E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.454216E-04,-3.41797E-02,-2.92969E-02,2.32422E-02,6.1817395E-06
-5.454192E-04,-1.46484E-02,-6.83594E-02,-2.20898E-01,6.1817395E-06
-5.454168E-04,-6.34766E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.454144E-04,-2.44141E-02,-4.88281E-02,-2.69727E-01,6.1817395E-06
-5.454120E-04,-4.39453E-02,-6.83594E-02,-1.23242E-01,6.1817395E-06
-5.454096E-04,-6.34766E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.454072E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.454048E-04,-4.39453E-02,9.76562E-03,-1.72070E-01,6.1817395E-06
-5.454024E-04,-3.41797E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.454000E-04,-5.37109E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.453976E-04,-2.44141E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.453952E-04,-4.39453E-02,-2.92969E-02,2.32422E-02,6.1817395E-06
-5.453928E-04,-4.39453E-02,-9.76562E-03,-2.20898E-01,6.1817395E-06
-5.453904E-04,-2.44141E-02,9.76562E-03,-7.44141E-02,6.1817395E-06
-5.453880E-04,-9.27734E-02,-2.92969E-02,-3.18555E-01,6.1817395E-06
-5.453856E-04,-4.88281E-03,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.453832E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.453808E-04,-4.88281E-03,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.453784E-04,-3.41797E-02,-9.76562E-03,-2.55859E-02,6.1817395E-06
-5.453760E-04,-2.44141E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.453736E-04,-1.46484E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.453712E-04,-1.46484E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.453688E-04,-3.41797E-02,-4.88281E-02,-2.20898E-01,6.1817395E-06
-5.453664E-04,-4.39453E-02,-8.78906E-02,-1.23242E-01,6.1817395E-06
-5.453640E-04,-3.41797E-02,2.92969E-02,-1.72070E-01,6.1817395E-06
-5.453616E-04,-2.44141E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.453592E-04,-2.44141E-02,-6.83594E-02,-1.23242E-01,6.1817395E-06
-5.453568E-04,-1.46484E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.453544E-04,-3.41797E-02,-1.26953E-01,-1.23242E-01,6.1817395E-06
-5.453520E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.453496E-04,-1.46484E-02,-4.88281E-02,2.18555E-01,6.1817395E-06
-5.453472E-04,-4.39453E-02,-8.78906E-02,2.32422E-02,6.1817395E-06
-5.453448E-04,-3.41797E-02,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.453424E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.453400E-04,1.46484E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.453376E-04,-3.41797E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.453352E-04,-6.34766E-02,-6.83594E-02,-1.72070E-01,6.1817395E-06
-5.453328E-04,-1.46484E-02,-4.88281E-02,-1.23242E-01,6.1817395E-06
-5.453304E-04,-5.37109E-02,-9.76562E-03,2.32422E-02,6.1817395E-06
-5.453280E-04,-5.37109E-02,-2.92969E-02,-2.55859E-02,6.1817395E-06
-5.453256E-04,-4.39453E-02,6.83594E-02,-1.23242E-01,6.1817395E-06
-5.453232E-04,-6.34766E-02,-9.76562E-03,1.20898E-01,6.1817395E-06
-5.453208E-04,-1.46484E-02,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.453184E-04,-2.44141E-02,-6.83594E-02,1.69727E-01,6.1817395E-06
-5.453160E-04,-3.41797E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.453136E-04,-3.41797E-02,-4.88281E-02,-2.55859E-02,6.1817395E-06
-5.453112E-04,-5.37109E-02,-2.92969E-02,-2.20898E-01,6.1817395E-06
-5.453088E-04,-3.41797E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.453064E-04,-3.41797E-02,-8.78906E-02,-1.23242E-01,6.1817395E-06
-5.453040E-04,-4.39453E-02,2.92969E-02,-2.55859E-02,6.1817395E-06
-5.453016E-04,-5.37109E-02,2.92969E-02,-7.44141E-02,6.1817395E-06
-5.452992E-04,-3.41797E-02,-8.78906E-02,-2.55859E-02,6.1817395E-06
-5.452968E-04,4.88281E-03,-4.88281E-02,-1.23242E-01,6.1817395E-06
-5.452944E-04,-3.41797E-02,-8.78906E-02,-1.72070E-01,6.1817395E-06
-5.452920E-04,-6.34766E-02,-4.88281E-02,-3.18555E-01,6.1817395E-06
-5.452896E-04,-3.41797E-02,-9.76562E-03,-1.72070E-01,6.1817395E-06
-5.452872E-04,-2.44141E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.452848E-04,-6.34766E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.452824E-04,-2.44141E-02,-2.92969E-02,-1.23242E-01,6.1817395E-06
-5.452800E-04,-4.88281E-03,-8.78906E-02,-2.55859E-02,6.1817395E-06
-5.452776E-04,-3.41797E-02,-6.83594E-02,-7.44141E-02,6.1817395E-06
-5.452752E-04,-2.44141E-02,-2.92969E-02,-7.44141E-02,6.1817395E-06
-5.452728E-04,-1.46484E-02,-6.83594E-02,7.20703E-02,6.1817395E-06
-5.452704E-04,-3.41797E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.452680E-04,-3.41797E-02,-2.92969E-02,-1.72070E-01,6.1817395E-06
-5.452656E-04,-5.37109E-02,-9.76562E-03,-7.44141E-02,6.1817395E-06
-5.452632E-04,-2.44141E-02,-9.76562E-03,-1.23242E-01,6.1817395E-06
-5.452608E-04,-4.39453E-02,-8.78906E-02,7.20703E-02,6.1817395E-06
-5.452584E-04,-4.88281E-03,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.452560E-04,-1.46484E-02,-4.88281E-02,-7.44141E-02,6.1817395E-06
-5.452536E-04,-2.44141E-02,2.92969E-02,-2.20898E-01,6.1817395E-06
-5.452512E-04,-2.44141E-02,-4.88281E-02,-1.72070E-01,6.1817395E-06
