f_Hz,H_real,H_imag,H_mag,H_phase_rad
5.943999999999553710e+07,-2.116378513049297638e-01,-1.413225089704524873e+00,1.428984161660068697e+00,-1.719446883994604880e+00
5.945999999999552965e+07,1.583102629308169362e+00,-1.213289441194237428e+00,1.994563912998494004e+00,-6.539145884639535611e-01
5.947999999999552965e+07,-9.007000504396496243e-01,-2.423187840701081175e+00,2.585169219255009310e+00,-1.926671121938496656e+00
5.949999999999552965e+07,-1.884746199981271353e+00,-7.263826693654487077e-01,2.019876238955822245e+00,-2.773734808862779122e+00
5.951999999999552965e+07,-3.027666649025227419e-01,-1.901818037214147994e-01,3.575426853439002683e-01,-2.580733926259373145e+00
5.953999999999552965e+07,-1.465696327490798312e-01,-7.775170318689875737e-01,7.912113447686150991e-01,-1.757119668291254211e+00
5.955999999999552220e+07,-1.132997723336999885e+00,3.662538560734395210e-01,1.190724875097303403e+00,2.828934520331997327e+00
5.957999999999552220e+07,2.349595400673912149e+00,1.783520988334304169e+00,2.949838243479966593e+00,6.492843565346356760e-01
5.959999999999552220e+07,2.370416056422505469e-01,3.035487979199223751e+00,3.044729215327439231e+00,1.492864366340883153e+00
5.961999999999552220e+07,1.158709587550035502e+00,1.045736938787901860e+00,1.560824670943493864e+00,7.341953321069371041e-01
5.963999999999552220e+07,4.240666302135043808e-01,-1.719045910736428096e-01,4.575846318363777643e-01,-3.851285183243529087e-01
5.965999999999551475e+07,4.453942602549282870e-01,-1.357139012720325777e+00,1.428356519541089886e+00,-1.253685346691998381e+00
5.967999999999551475e+07,4.762493384001659891e+00,7.620431621025599567e-01,4.823075057840885194e+00,1.586643155969738317e-01
5.969999999999551475e+07,-4.236150254573773033e+00,-2.399928244416686063e+00,4.868739524525254048e+00,-2.626143161665791315e+00
5.971999999999551475e+07,8.807027843952437707e-02,-1.025770478417242365e-01,1.351977244199721317e-01,-8.613439864729163231e-01
5.973999999999551475e+07,2.509873554511437010e-01,-5.030489097351626970e-01,5.621857861793507771e-01,-1.108003233138672217e+00
5.975999999999550730e+07,-3.144400282982405814e-01,-3.714973161445307426e-01,4.867060584159476067e-01,-2.273204059971349889e+00
5.977999999999550730e+07,-3.897153746279798936e-01,-4.977676926930441614e-01,6.321793646666928890e-01,-2.235039372189442375e+00
5.979999999999550730e+07,-9.439353607399154633e-01,-1.370476355511013988e+00,1.664097174527360723e+00,-2.173941768658183005e+00
5.981999999999550730e+07,-1.382375263491872897e-01,-7.269351019322500829e-01,7.399623342524894731e-01,-1.758717403611383956e+00
5.983999999999550730e+07,4.537183264177352959e-01,-3.889328915418774901e-01,5.976028060931745101e-01,-7.086662534805314717e-01
5.985999999999549985e+07,8.860476690201828376e-01,-8.994155208563670012e-02,8.906008952205656248e-01,-1.011621963161036530e-01
5.987999999999549985e+07,1.262526799112814180e+00,6.695107193261720102e-01,1.429062112635660409e+00,4.875882835114588865e-01
5.989999999999549985e+07,3.081866232637281433e-01,3.736315775778937365e+00,3.749004477337051888e+00,1.488498536069944533e+00
5.991999999999549985e+07,-1.993045057575342893e+00,-6.561577913284283525e+00,6.857589468145905087e+00,-1.865685150957148819e+00
5.993999999999549985e+07,1.459251999208273087e+00,-1.483898708319365767e+00,2.081194794762187605e+00,-7.937722276031775603e-01
5.995999999999549240e+07,4.043461338408959271e+00,3.083985767805441647e-01,4.055205207799999378e+00,7.612355320058547536e-02
5.997999999999549240e+07,-1.797469831282879849e+00,-1.251433560526828304e+00,2.190201760291722533e+00,-2.533408441413830925e+00
5.999999999999549240e+07,-2.607029989457536057e-01,-1.141902155074980607e+00,1.171284160835531107e+00,-1.795255135584602701e+00
6.001999999999549240e+07,1.262409791155574279e+00,-1.869342268152727859e+00,2.255685925900998257e+00,-9.768248092492179957e-01
6.003999999999549240e+07,1.539595155692336181e+00,-1.026485920341017266e+00,1.850412545377288165e+00,-5.880426903831491581e-01
6.005999999999548495e+07,1.085445659348453384e+00,2.998181735163045203e-01,1.126092010702967050e+00,2.694969768477352146e-01
6.007999999999548495e+07,1.869978180159093784e+00,-3.797215103836270034e-01,1.908142243051900611e+00,-2.003380500460328895e-01
6.009999999999548495e+07,2.083718116343413473e-01,-3.073367585583660633e-01,3.713148193177062129e-01,-9.749941522769861590e-01
6.011999999999548495e+07,-8.614555551200713257e-01,7.124945264671944667e-01,1.117924024114761439e+00,2.450554950881327798e+00
6.013999999999548495e+07,-9.680853939870754932e-01,-5.550531551243871320e-01,1.115918157870301908e+00,-2.620998192622272516e+00
6.015999999999547750e+07,-7.007970240957419605e-01,-7.495879000599640907e-02,7.047945013836380834e-01,-3.035035593204550075e+00
6.017999999999547750e+07,-7.520531441458254696e-01,-5.421931080012505344e-01,9.271231298935850296e-01,-2.516943879336724255e+00
6.019999999999547750e+07,-1.096371068188582099e+00,-4.904809105974121675e-01,1.201083278886788674e+00,-2.720929975583137317e+00
6.021999999999547750e+07,-3.289854646857383047e-01,-1.368117141082206611e+00,1.407116181307514369e+00,-1.806781748666524967e+00
6.023999999999547750e+07,1.140452597232828741e-01,-1.052457820607734185e+00,1.058618810254065234e+00,-1.462856607063846237e+00
6.025999999999547005e+07,-1.014708755034254617e+00,-7.838398786470382462e-02,1.017731746137822357e+00,-3.064497987875631768e+00
6.027999999999547005e+07,-2.325897356262665305e-01,7.387870500746284153e-01,7.745348865458985266e-01,1.875799298197855736e+00
6.029999999999547005e+07,1.392295909610612892e+00,-1.369006875315796012e+00,1.952605368368212524e+00,-7.769642885487999528e-01
6.031999999999547005e+07,-2.988025035139481034e-01,-7.066009362363492863e-02,3.070436205771157612e-01,-2.909380901381930062e+00
6.033999999999547005e+07,6.305012153762623583e-01,8.106845527115118522e-01,1.027005952561136803e+00,9.097771492784313407e-01
6.035999999999546260e+07,1.283633199132888869e+00,-1.867623441118419825e+00,2.266215238615066241e+00,-9.686391264242268928e-01
6.037999999999546260e+07,-1.649016544607383450e+00,-2.523700003551968774e+00,3.014683610649230960e+00,-2.149566591278629701e+00
6.039999999999546260e+07,-8.669549905044118265e-01,-7.811343615187404943e-01,1.166954089202225209e+00,-2.408220301233154892e+00
6.041999999999546260e+07,-2.046700804047852706e+00,-1.728565343204776505e+00,2.678977851162411827e+00,-2.440264221346554407e+00
6.043999999999546260e+07,-1.532946708595414043e+00,-1.501312227947240618e+00,2.145661673511791268e+00,-2.366619880772775186e+00
6.045999999999545515e+07,-1.086406117436001573e+00,4.610411778365383073e-01,1.180185248028151612e+00,2.740253392076728467e+00
6.047999999999545515e+07,-1.691342011974102721e+00,3.996771327546275288e+00,4.339910004385415299e+00,1.971121930277787371e+00
6.049999999999545515e+07,6.431797920677448377e-02,-1.270567864694754912e+00,1.272194757591868175e+00,-1.520218056732084655e+00
6.051999999999545515e+07,3.360123941437201944e-01,-2.623024516220202051e-01,4.262709292751700185e-01,-6.628198952196033833e-01
6.053999999999545515e+07,-1.287092459252287824e-01,-1.393360751575950740e+00,1.399292769229848910e+00,-1.662908168321973745e+00
6.055999999999544770e+07,1.456502336570964840e+00,-4.592731567326097775e+00,4.818151336970468712e+00,-1.263697103123612608e+00
6.057999999999544770e+07,-6.600525611217001876e-01,1.362439482870347052e-01,6.739672075762705994e-01,2.938037666698245953e+00
6.059999999999544770e+07,-4.218092101815059114e-01,1.396864240328044293e-01,4.443369294274540082e-01,2.821799189127021545e+00
6.061999999999544770e+07,-7.848494298175981987e-01,1.393800787823423482e-01,7.971294962842493392e-01,2.965836703502766181e+00
6.063999999999544770e+07,-7.614891264038217145e-01,1.187519004332706629e+00,1.410697371969834801e+00,2.140991354363155352e+00
6.065999999999544024e+07,2.252258201007153016e+00,2.781961187457907325e+00,3.579381937224105137e+00,8.902328929215033160e-01
6.067999999999544024e+07,1.108601767035389152e+00,3.259740904730267230e-01,1.155533203994460800e+00,2.859806617788411831e-01
6.069999999999544024e+07,-4.997640065791572606e-02,-6.981500186608067260e-01,6.999364893894339801e-01,-1.642258471820395860e+00
6.071999999999544024e+07,-1.456848396527535283e-01,-1.117343990829023692e+00,1.126801520386965683e+00,-1.700449864022601787e+00
6.073999999999544024e+07,5.035103185116803104e+00,-2.469269374244180693e+00,5.607990310918308019e+00,-4.559469259886244630e-01
6.075999999999543279e+07,-1.182481977570505549e+00,-4.103899849850753401e-02,1.183193909161475599e+00,-3.106900764744262133e+00
6.077999999999543279e+07,1.736025762988455401e-01,-5.998534384060026925e-01,6.244693764029589644e-01,-1.289084770384150813e+00
6.079999999999543279e+07,6.057183990798862411e-02,1.223777309537131597e+00,1.225275418478547262e+00,1.521340883916650899e+00
6.081999999999543279e+07,-4.640184361754056130e-01,-1.452651421846266611e-01,4.862253290857940780e-01,-2.838198610039539993e+00
6.083999999999543279e+07,-2.198803250033190826e-01,7.213170677624176907e-02,2.314094649015440708e-01,2.824604750778597406e+00
6.085999999999542534e+07,-2.311738264092690620e-01,1.211784144372654692e+00,1.233637771215550183e+00,1.759302745289741621e+00
6.087999999999542534e+07,-1.111254357801408832e-03,-3.625674285140311204e-01,3.625691314846381519e-01,-1.573861276348355043e+00
6.089999999999542534e+07,3.458025418080442615e-01,-9.770303898055492375e-01,1.036420658094235225e+00,-1.230622713879007346e+00
6.091999999999542534e+07,-9.204868336619108637e-01,4.028526777172330431e-01,1.004781713054569536e+00,2.729054844848424199e+00
6.093999999999542534e+07,-2.101311020322580922e-02,1.327962254765123126e-02,2.485757782691225271e-02,2.577998009190581197e+00
6.095999999999541789e+07,-1.149475298664451417e+00,2.741452516552639329e-01,1.181714466884812964e+00,2.907470252733241889e+00
6.097999999999541789e+07,-7.441297842484885239e-01,9.693919417870494604e-01,1.222067867431006594e+00,2.225482532341948705e+00
6.099999999999541789e+07,-1.814410671793209862e-01,9.126095852086217874e-01,9.304714481776555912e-01,1.767052828891142680e+00
6.101999999999541789e+07,-7.314680680817126079e-01,7.258415240306538285e-01,1.030481175291589446e+00,2.360055382980080552e+00
6.103999999999541789e+07,-6.508350418467994114e-01,8.300099345612020896e-01,1.054752455871052153e+00,2.235784768066634065e+00
6.105999999999541044e+07,2.126752070376631276e-01,7.218154460338798151e-01,7.524947055106777638e-01,1.284264820998734402e+00
6.107999999999541044e+07,2.298497137649824495e-01,1.880292636277593188e-01,2.969610999747976932e-01,6.856523836754919721e-01
6.109999999999541044e+07,-1.853116816238197906e+00,-1.188239226751051625e+01,1.202602544208262181e+01,-1.725504949080284289e+00
6.111999999999541044e+07,-5.095673735166500462e-01,-1.634181886002545214e+00,1.711785426007445654e+00,-1.873059776503101403e+00
6.113999999999541044e+07,-2.757046693083120559e-01,5.421731324976523103e-01,6.082472936895999549e-01,2.041234905091578788e+00
6.115999999999540299e+07,-1.224536075760401577e+00,3.820456446025273234e-01,1.282749966048896351e+00,2.839170518530313547e+00
6.117999999999540299e+07,-3.302557353922426775e-01,-7.149839268783721689e-03,3.303331211989503635e-01,-3.119946632698876510e+00
6.119999999999540299e+07,-2.764916201848666437e-04,-3.280505016307796442e-04,4.290276770240571613e-04,-2.271114534919675521e+00
6.121999999999540299e+07,-1.641935561220308204e-01,-7.052772224667389622e-01,7.241377523664930260e-01,-1.799529154970385791e+00
6.123999999999540299e+07,9.256231480726635485e-01,-1.174516348996597959e+00,1.495415282223719444e+00,-9.033606449614286493e-01
6.125999999999539554e+07,9.372828778826004792e-02,-4.534186213343133209e-01,4.630047927445550271e-01,-1.366952754117887636e+00
6.127999999999539554e+07,1.254021043749387943e+00,-1.319159895661457860e+00,1.820096593175168032e+00,-8.107072825725741838e-01
6.129999999999539554e+07,6.125021569985031888e-01,1.637804519490690947e+00,1.748588727057323711e+00,1.212922333253829921e+00
6.131999999999539554e+07,1.938252620205170862e+00,-3.499427465117530556e-01,1.969589588104181388e+00,-1.786212474563000918e-01
6.133999999999539554e+07,3.849378944533192737e-01,-1.893257997471459175e+00,1.931994572346359851e+00,-1.370210162838079615e+00
6.135999999999538809e+07,5.467222635997162072e-01,-4.761755821643774422e-01,7.250161505547177976e-01,-7.165397257709006373e-01
6.137999999999538809e+07,2.150268996031217406e-01,1.811943506649787150e-01,2.811902563493875462e-01,7.002167625978554799e-01
6.139999999999538809e+07,1.111900327715514142e-02,-1.067333818458191391e-01,1.073109828215305234e-01,-1.466995249159830372e+00
6.141999999999538809e+07,4.069927352083365091e-01,-1.855776814980905076e-01,4.473054464038749289e-01,-4.278099249308986440e-01
6.143999999999538064e+07,4.822606144029796815e-01,2.758893259868539505e-01,5.555989744391361951e-01,5.196334190389865215e-01
6.145999999999538064e+07,-6.566475591702150005e-01,-1.370296853854686137e-01,6.707929275425029703e-01,-2.935864351268258066e+00
6.147999999999538064e+07,5.132936717922721215e+00,1.668606706251853256e+00,5.397340798054902855e+00,3.143027812600448501e-01
6.149999999999538064e+07,1.818835857866839822e-01,1.598066168871159043e+00,1.608383386779770996e+00,1.457469184470553625e+00
6.151999999999538064e+07,-4.770944195072392979e-01,3.112429260037805179e+00,3.148783095715617986e+00,1.722899219263569037e+00
6.153999999999537319e+07,-2.778401839397469653e-01,-6.433923464821582616e-01,7.008201476295398136e-01,-1.978443120650800413e+00
6.155999999999537319e+07,2.231068368092601062e-01,-8.117493990449223262e-02,2.374153143744770211e-01,-3.489498499564213096e-01
6.157999999999537319e+07,1.477861789083175503e-01,-1.218540879978579294e+00,1.227470012202046101e+00,-1.450104516546744771e+00
6.159999999999537319e+07,6.491294900325133010e-01,-1.342714537350518489e+00,1.491392444543785167e+00,-1.120479694869152443e+00
6.161999999999537319e+07,1.681143658053910972e+00,1.524274037537966420e+00,2.269285204756594343e+00,7.364982757787671419e-01
6.163999999999536574e+07,1.816747990488010611e+00,1.085664538837444848e+00,2.116421685730739632e+00,5.386431671135787358e-01
6.165999999999536574e+07,4.766801652931220157e-01,-8.760489885656332909e-01,9.973393656879022684e-01,-1.072474851046690381e+00
6.167999999999536574e+07,-7.878427260629033979e-01,-6.769246146414512610e-01,1.038712229117239261e+00,-2.431774296236886013e+00
6.169999999999536574e+07,2.800495949306083809e-01,-4.722519072520329764e-01,5.490442965043718093e-01,-1.035533182460401713e+00
6.171999999999536574e+07,-4.637934668390278903e-01,-5.677178076784734212e-02,4.672551925598226741e-01,-3.019791121907797748e+00
6.173999999999535829e+07,-3.860207283392227851e+00,3.016829364306058192e+00,4.899230519591183608e+00,2.478221990543805209e+00
6.175999999999535829e+07,-4.359506281361764657e-01,-2.045537765548611775e-01,4.815549788707234047e-01,-2.702876427996680153e+00
6.177999999999535829e+07,8.206568068454196396e-01,2.814602521045826755e+00,2.931802337487853460e+00,1.287090276497724339e+00
6.179999999999535829e+07,-4.060062631556895063e+00,2.964697939325129372e-01,4.070872499953676282e+00,3.068701033902131226e+00
6.181999999999535829e+07,-1.630382677014299730e+00,-8.750282110369234090e-01,1.850357274587476342e+00,-2.649017014433607375e+00
6.183999999999535084e+07,-5.884259747951087194e-01,-4.719645091493419597e-01,7.543179871315234264e-01,-2.465584908341778902e+00
6.185999999999535084e+07,-6.798997322202305904e-01,-5.845191496785155927e-01,8.966193630599531561e-01,-2.431486217640446590e+00
6.187999999999535084e+07,1.650841898253492701e+00,-2.432567770085908965e+00,2.939840970033911205e+00,-9.745490791364226357e-01
6.189999999999535084e+07,2.054514652622157378e+00,-2.675738116358578056e-02,2.054688885278225463e+00,-1.302296308769611624e-02
6.191999999999535084e+07,1.490631649439911000e+00,-1.249322814622784383e+00,1.944939641595323510e+00,-6.975544308910545110e-01
6.193999999999534339e+07,-1.128780948946668028e+00,-9.550605118119165349e-02,1.132814122668482915e+00,-3.057183786533192560e+00
6.195999999999534339e+07,-7.416124904209020485e-01,-8.227263768962960189e-01,1.107640635399947282e+00,-2.304389021108950608e+00
6.197999999999534339e+07,-4.889701985743419299e-01,-5.944544622523464383e-01,7.697194052286572274e-01,-2.259138512486960071e+00
6.199999999999534339e+07,-3.744976862253175387e-01,-2.485498875552331066e-01,4.494725393078373710e-01,-2.555654544566630992e+00
6.201999999999534339e+07,-3.770004839875560343e-01,-2.627893747860909901e-01,4.595515427319509238e-01,-2.532847180366329276e+00
6.203999999999533594e+07,-1.803196488799961583e-01,8.816936248841127366e-01,8.999437893188060311e-01,1.772529523437607279e+00
6.205999999999533594e+07,1.931415085582175450e-01,2.691983862216457690e-01,3.313176926644310627e-01,9.484421329624986852e-01
6.207999999999533594e+07,-5.988402732978443943e-01,4.758749983847932463e-01,7.648965204595742362e-01,2.470115700597568242e+00
6.209999999999533594e+07,-2.312832890853587564e+00,-1.315649546790253588e+00,2.660851313204772861e+00,-2.624394322699847404e+00
6.211999999999533594e+07,-2.695383772020256696e-01,-4.327948155923696305e+00,4.336333264077846472e+00,-1.632994554995607750e+00
6.213999999999532849e+07,3.661331038350192024e+00,5.901921691219011556e+00,6.945359934637510335e+00,1.015538778159312372e+00
6.215999999999532849e+07,6.232486000245426316e-01,-7.344193421114958431e-01,9.632292497116325958e-01,-8.670994908246114630e-01
6.217999999999532849e+07,-7.273223270497836471e-03,-6.052270907292858215e-01,6.052707915713244624e-01,-1.582813094199245096e+00
6.219999999999532849e+07,-3.031343927859727616e-01,5.051603711056297241e-01,5.891328038950963686e-01,2.111271384335249302e+00
6.221999999999532849e+07,-5.941472807453963556e-01,7.937002198759052218e-01,9.914489549382806688e-01,2.213387345916605131e+00
6.223999999999532104e+07,-1.038362468281620155e+00,5.831278240877577623e-01,1.190896584410762848e+00,2.629899244030983407e+00
6.225999999999532104e+07,-3.601193578255055816e-01,1.376700721392040361e+00,1.423021724416749345e+00,1.826645118295553871e+00
6.227999999999532104e+07,9.289085159099638167e-01,5.345159097785586733e-01,1.071717448181400023e+00,5.221525904095754012e-01
6.229999999999532104e+07,2.182120686329419801e+00,-4.705794842112705489e-01,2.232284869963357288e+00,-2.123996170390399230e-01
6.231999999999532104e+07,7.517872984914051315e-01,1.856655258660702135e-01,7.743744763795674668e-01,2.421206300175539616e-01
6.233999999999531358e+07,-2.496399453813972769e-01,-5.189299625942880301e-01,5.758545028113752906e-01,-2.019182927412716211e+00
6.235999999999531358e+07,-1.106773823909609877e+00,-1.094348237455802231e-01,1.112170975138142337e+00,-3.043035693765925753e+00
6.237999999999531358e+07,5.112326131560274156e-01,5.298409660441126823e-01,7.362677733358284904e-01,8.032704559341783401e-01
6.239999999999531358e+07,4.202958504731509337e-01,1.517438801028682671e-01,4.468498708443618961e-01,3.464765155811849184e-01
6.241999999999531358e+07,5.209598918000845069e-01,5.908072972703967141e-01,7.876880546081086454e-01,8.481412683059309510e-01
6.243999999999530613e+07,1.851399613069031188e-03,5.637086362416847685e-01,5.637116765279812647e-01,1.567512018488767644e+00
6.245999999999530613e+07,-4.849717857080385053e-01,7.583474968183565035e-02,4.908650957158700034e-01,2.986479354256379448e+00
6.247999999999530613e+07,1.987592961352617205e-01,-3.509333282567862256e+00,3.514957374697268211e+00,-1.514219432451769487e+00
6.249999999999530613e+07,5.701467910034724307e-02,-1.528865041498165711e+00,1.529927772395841767e+00,-1.533521440272754166e+00
6.251999999999530613e+07,-2.114186109542126601e-01,-1.439691427130241896e+00,1.455132033325540197e+00,-1.716604124240066476e+00
6.253999999999529868e+07,-3.519809178025191665e-01,-2.924095885520364146e-01,4.575958194458019657e-01,-2.448378483412291029e+00
6.255999999999529868e+07,8.727386491364495791e-02,7.747643781900622750e-01,7.796643952427217972e-01,1.458623501436152603e+00
6.257999999999529868e+07,7.742883001798456233e-01,7.274122089762214971e-01,1.062379825468773076e+00,7.541929567008263113e-01
6.259999999999529868e+07,1.013437081796353834e+00,-8.674856904246357470e-01,1.334011297497669890e+00,-7.079577076790410928e-01
6.261999999999529868e+07,-1.240081492543123165e+00,-5.139041254700363881e-01,1.342348523418230188e+00,-2.748724568675305679e+00
6.263999999999529123e+07,3.993363472358822941e-01,1.066736713683596322e-01,4.133385904883573048e-01,2.610324670593062724e-01
6.265999999999529123e+07,8.343113401441270005e-01,-3.180825576863979820e-01,8.928896492833869880e-01,-3.642402542044915759e-01
6.267999999999529123e+07,2.748994539574957097e-01,-8.898276765140236133e-01,9.313232541263399833e-01,-1.271162021150949561e+00
6.269999999999529123e+07,3.762218249801551062e-01,-2.104918269558813115e+00,2.138275890317679728e+00,-1.393929300088473378e+00
6.271999999999529123e+07,-4.674198271279091377e-01,-6.527697331445905249e-01,8.028633876955308946e-01,-2.192217192693245664e+00
6.273999999999528378e+07,-1.366525552154912670e+00,-5.140130652809991041e-01,1.460000519168352273e+00,-2.781817685025881115e+00
6.275999999999528378e+07,-2.059354520722614268e+00,9.712260029245936566e-02,2.061643480698890585e+00,3.094465902070003605e+00
6.277999999999528378e+07,-1.298720813025050935e+00,-9.254054995980750403e-03,1.298753782561697934e+00,-3.134467258901935338e+00
6.279999999999528378e+07,3.135358731608179461e+00,-2.303099165898287115e+00,3.890339335306502111e+00,-6.335439963185911516e-01
6.281999999999528378e+07,-5.808518649025270486e-01,2.048338165167433722e+00,2.129102657891871253e+00,1.847114495776732479e+00
6.283999999999527633e+07,-6.103164003303631485e-02,5.165762423853727192e+00,5.166122944799538708e+00,1.582610420349098268e+00
6.285999999999527633e+07,3.613549527246026072e-01,-1.519967353445033753e+00,1.562331001227748928e+00,-1.337390651988840107e+00
6.287999999999527633e+07,-7.156728144472395137e-01,1.802177149856586613e+00,1.939079693257613979e+00,1.948813755629153821e+00
6.289999999999527633e+07,7.943755967663946871e-01,-1.683859292984176692e+00,1.861831009331173403e+00,-1.129995762163951811e+00
6.291999999999527633e+07,2.295553096560048800e+00,-6.003111057600100109e-01,2.372748921151421886e+00,-2.557823391372320287e-01
6.293999999999526888e+07,4.572993853608304349e+00,2.513832800633905018e-01,4.579898070769125695e+00,5.491599875737381703e-02
6.295999999999526888e+07,-8.473576403473411789e-01,-1.044130429918607383e+00,1.344701946654733415e+00,-2.252536678884235588e+00
6.297999999999526888e+07,2.181276782631589028e-01,-1.673948563425455005e-01,2.749558545556315403e-01,-6.545550287630992337e-01
6.299999999999526888e+07,7.121425733060194885e-01,3.882327268731429748e-01,8.110929015410477394e-01,4.991208580401798600e-01
6.301999999999526888e+07,1.033981653083303698e+00,-5.113736626638281102e-01,1.153525501139484932e+00,-4.592921266221685617e-01
6.303999999999526143e+07,-3.707050561451522008e-01,-5.248400994828581467e-01,6.425568991745064240e-01,-2.185751316395726729e+00
6.305999999999526143e+07,5.332443232383580339e-02,-8.282918429721398690e-01,8.300065495023780660e-01,-1.506506251465686175e+00
6.307999999999526143e+07,-3.824997271983610614e-01,-1.669814949150030259e+00,1.713063923416677126e+00,-1.795978539080049785e+00
6.309999999999526143e+07,-3.921064493205789203e-01,-8.298329758084129759e-01,9.178072974965049147e-01,-2.012213126171725541e+00
6.311999999999526143e+07,-3.078698140574030462e-01,-8.169326674045754855e-01,8.730193614579774275e-01,-1.931197293898437417e+00
6.313999999999525398e+07,1.443397447105375653e+00,-7.762197793101260901e-01,1.638875631676356415e+00,-4.934072274655099122e-01
6.315999999999525398e+07,-3.905555969361488300e-01,-9.511588652173284808e-02,4.019710265267469329e-01,-2.902703227809255715e+00
6.317999999999525398e+07,-7.752555432208799724e-01,-1.508615758385715155e-01,7.897976781171230920e-01,-2.949398670736957495e+00
6.319999999999525398e+07,-1.957073285808828889e+00,-2.581345284347207891e-01,1.974023627213408183e+00,-3.010451408441485732e+00
6.321999999999525398e+07,8.088618404150595964e+00,1.815609042391521433e+00,8.289884431207566351e+00,2.208048469968922345e-01
6.323999999999524653e+07,3.527081792914170677e+00,1.715791852238069737e+00,3.922275825858398512e+00,4.527588063373966243e-01
6.325999999999524653e+07,-1.252602105070748373e-01,4.075329315570863087e-01,4.263486960690621164e-01,1.868993654837801888e+00
6.327999999999524653e+07,-3.983584881453406945e-01,2.695379199031182615e-01,4.809783522604124117e-01,2.546729866181860036e+00
6.329999999999524653e+07,-5.518855694197832840e-01,6.917865345273238598e-01,8.849555305703912245e-01,2.244175172423160891e+00
6.331999999999524653e+07,8.406443592732598447e+00,3.346855752480413226e+00,9.048189725337671518e+00,3.788931014760985039e-01
6.333999999999523908e+07,9.406904904620014829e-01,-2.132369123520831966e+00,2.330642975187456667e+00,-1.155328017431957344e+00
6.335999999999523908e+07,1.296937940277508527e+00,-5.527882744799611503e-01,1.409830804505916468e+00,-4.029083635801792851e-01
6.337999999999523908e+07,4.813532659701358352e-01,4.788749377023728271e-01,6.789861358080647724e-01,7.828171907128093077e-01
6.339999999999523908e+07,-4.811504650699416352e-01,1.404694393433825184e-01,5.012359059629161173e-01,2.857542115123419268e+00
6.341999999999523908e+07,-9.955656621876414203e-01,5.560087929878649859e-01,1.140305558000547226e+00,2.632258162782231015e+00
6.343999999999523163e+07,-3.942225110734313809e+00,2.546394740468758133e+00,4.693108244861941003e+00,2.568085119783416470e+00
6.345999999999523163e+07,1.784556362818418895e+00,2.169607364550036888e+00,2.809241450709686116e+00,8.824707208538338232e-01
6.347999999999523163e+07,3.862323678759383982e-01,-7.219471639873807911e-01,8.187692895953513350e-01,-1.079552405891752942e+00
6.349999999999523163e+07,4.659250559162094185e-01,-1.458980417284330366e+00,1.531571093925998994e+00,-1.261683327782370245e+00
6.351999999999523163e+07,-2.543885002714379451e-01,1.748485229754628278e-01,3.086835192507891845e-01,2.539421621726591916e+00
6.353999999999522418e+07,-1.873609794619293778e+00,1.281518414704410358e-01,1.877987368691711012e+00,3.073300656425742794e+00
6.355999999999522418e+07,-7.103122782726063456e-01,8.768903784524991751e-01,1.128485829989631650e+00,2.251626551385654817e+00
6.357999999999522418e+07,7.837649110018310994e-01,1.265759134918340800e+00,1.488769163889061442e+00,1.016374759608225764e+00
6.359999999999522418e+07,7.608676661892874726e-01,4.086312863989712274e-01,8.636545221767851777e-01,4.928539110807297341e-01
6.361999999999522418e+07,3.365573471783822601e-02,3.065525423030088348e+00,3.065710166947162474e+00,1.559817986068504414e+00
6.363999999999521673e+07,2.496102733489454106e+00,1.147504201310932670e+00,2.747234017727606226e+00,4.309062451428954388e-01
6.365999999999521673e+07,2.251324701350151614e+00,-2.274640563861861864e+00,3.200383196693039167e+00,-7.905496956984630064e-01
6.367999999999521673e+07,3.614225965263258011e-01,7.811509130562716008e-01,8.607107773511831761e-01,1.137448211589684011e+00
6.369999999999521673e+07,-3.845472361698322183e-01,4.122312896666376902e-01,5.637474727447353562e-01,2.321463482173068638e+00
6.371999999999521673e+07,-5.160611258522475042e-01,6.113230102667895766e-02,5.196693601172823751e-01,3.023682714996149823e+00
6.373999999999520928e+07,-3.286169164588002567e-01,-9.931171918559428269e-02,3.432956384087750834e-01,-2.848108453693307673e+00
6.375999999999520928e+07,-7.413975494249516185e-01,-1.700151119803488209e+00,1.854773343689837262e+00,-1.982012128062054623e+00
6.377999999999520928e+07,-5.083412016602069095e+00,2.718030217015857675e-01,5.090673296641656798e+00,3.088174900787998389e+00
6.379999999999520928e+07,-1.468446874506357469e+00,5.513547320386257278e-01,1.568543357318781473e+00,2.782411792267007744e+00
6.381999999999520928e+07,-6.195717411285099896e-01,5.011935005688446937e-02,6.215956013801399171e-01,3.060874875650938520e+00
6.383999999999520183e+07,-3.234566738388343875e-03,1.310494552369213528e-01,1.310893669977811204e-01,1.595473347672005104e+00
6.385999999999520183e+07,5.629300417345483032e-01,3.226719501954566360e-01,6.488508452103607382e-01,5.204810819073608652e-01
6.387999999999520183e+07,3.130954072412094336e-01,1.027156349145652792e+00,1.073815114265842752e+00,1.274925531160846504e+00
6.389999999999520183e+07,-2.884493064535573192e-01,2.350293581773269525e-01,3.720776822100251846e-01,2.457890446884331226e+00
6.391999999999519438e+07,-7.186767545744175978e-01,-8.023374942961213341e-01,1.077145176992867714e+00,-2.301246599538863791e+00
6.393999999999519438e+07,-9.803478769819820582e-02,-1.117219033669407446e+00,1.121512010097188039e+00,-1.658321084484482677e+00
